RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,male_60_61,male_62_64,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,gini_index,poverty,walked_to_work,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
60622-2016-09,Chicago,IL,1875.0,54676.0,31.0,67493.0,523.0,606.0,12.0,14782.0,355.0,458.0,40685.0,4748.0,144.0,1863.0,1144.0,850.0,1475.0,2604.0,640.0,936.0,30.0,0.4831,9436.0,1965.0,51061.0,33987.0,11820.0,4361.0,0.5023593532811471,11336.0,4034.0,20567.0,0.058635364802091736,1.0938664859369704,0.15073148627654065,0.2162739513205593,0.6679530324091009,0.2995464189040896,0.2731728729241349,0.08034603848123491,0.10423069626256876,0.004938181286121881,0.08019972199868315,0.033360158021801166,0.2904565074255615,0.33845805282237185,0.06316931378821174,0.15478454897944252,0.054466310629892455,0.002807816353633087,1921.0,3.0,2.0,1.0,0.0
2171-2016-09,Quincy,MA,2148.0,18073.0,39.5,66291.0,87.0,2043.0,22.0,2984.0,286.0,349.0,11106.0,502.0,68.0,5956.0,417.0,442.0,609.0,946.0,157.0,1182.0,39.0,0.4252,1567.0,193.0,17131.0,10507.0,380.0,139.0,0.5203895313451005,2864.0,3189.0,2395.0,0.08200884040252046,1.3736724793496788,0.13875443691513392,0.3256964612240508,0.6185470038178499,0.2523654069606596,0.20195872295689704,0.17152658662092626,0.08130570946759817,0.0073037127206329894,0.023571072871133737,0.32612183920765786,0.035799258562496536,0.29127675594277724,0.030941408821593155,0.08194544347922315,0.0894704808277541,0.0,374.0,0.0,1.0,0.0,0.0
91106-2016-09,Pasadena,CA,2071.0,24494.0,34.8,66980.0,954.0,1301.0,14.0,2849.0,140.0,159.0,15886.0,1330.0,71.0,5040.0,1647.0,204.0,634.0,666.0,348.0,918.0,0.0,0.5169,2634.0,1275.0,23325.0,12300.0,5501.0,2280.0,0.4859965705887156,3612.0,4510.0,2460.0,0.07938993667869544,1.5218995364676946,0.3013631540282426,0.17345522814464126,0.6112109087939903,0.2266269290438475,0.2896219482322201,0.07520209030783047,0.0914482165878814,0.012615334367600229,0.0542990120029395,0.20576467706377072,0.2790479301053319,0.06864745735042037,0.0420099407639409,0.07026210500530743,0.1323589450477668,0.005500644606789858,801.0,0.0,2.0,1.0,0.0
11378-2016-09,New York,NY,2161.0,32187.0,39.4,58317.0,31.0,312.0,26.0,6261.0,549.0,507.0,26084.0,456.0,86.0,2830.0,659.0,298.0,846.0,2691.0,881.0,1950.0,0.0,0.4025,3184.0,863.0,30107.0,14268.0,6244.0,2819.0,0.515394413893808,6832.0,4269.0,8698.0,0.08559226525891216,1.1227730753728336,0.1084288875477771,0.42573593509018975,0.5806692142790567,0.16630937956317768,0.08090222760741915,0.2549787181160096,0.10141253169141616,0.0017398328517724544,0.011402118867865909,0.08730232702643925,0.2452853636561345,0.43948233085227656,0.015599976273800343,0.06117376580607078,0.0063379625314568,0.0,1222.0,0.0,0.0,0.0,0.0
14209-2016-09,Buffalo,NY,1103.0,8071.0,37.8,28414.0,0.0,1287.0,0.0,3499.0,80.0,84.0,4468.0,3207.0,0.0,157.0,692.0,34.0,36.0,34.0,39.0,616.0,0.0,0.5812,1618.0,283.0,7681.0,6944.0,336.0,108.0,0.5537108165035312,1076.0,1246.0,1618.0,0.10320102432778487,0.9837678307919332,0.4376854599406528,0.03560830860534125,0.4879197125511089,0.19477140379135172,0.2437120555073721,0.12613059100483212,0.16164948453608247,0.0,0.3776483707099492,0.019452360302316937,0.06541940280014867,0.12373887240356085,0.020486555697823303,0.14570685169124026,0.0956510965183992,0.0,286.0,2.0,2.0,0.0,0.0
11416-2016-09,New York,NY,2010.0,24977.0,33.1,55225.0,56.0,169.0,4.0,4167.0,278.0,304.0,6817.0,1846.0,27.0,8957.0,389.0,143.0,759.0,2726.0,1021.0,648.0,10.0,0.4199,3660.0,576.0,23279.0,9364.0,7876.0,3175.0,0.5213196140449213,5976.0,1989.0,5563.0,0.14145180483934947,0.9644508670520232,0.08708258348330332,0.5588882223555289,0.5302878648356488,0.13580494054530168,0.06337830804339993,0.1944188653561276,0.12138141188420518,0.02157985346518797,0.05693237778756456,0.3551267165792529,0.4117387996957201,0.5572885422915417,0.03284410948036493,0.09700924850862794,0.010849981983424751,0.0,403.0,0.0,0.0,0.0,0.0
99207-2016-09,Spokane,WA,810.6,29723.0,31.6,33294.0,6.0,283.0,36.0,5003.0,284.0,302.0,25096.0,1173.0,371.0,929.0,1643.0,112.0,128.0,166.0,347.0,1525.0,0.0,0.3805,7787.0,431.0,27080.0,23940.0,677.0,189.0,0.5144837331359553,8236.0,10216.0,1668.0,0.14453623480421787,1.5969269102990034,0.32484390404206376,0.08486690765691751,0.5124987383507721,0.13265821081317494,0.049860377485448984,0.2078188608148572,0.0837138508371385,0.012481916361067187,0.03667193755677422,0.03088517309827406,0.07596810550751942,0.042145908642786716,0.014373027066962188,0.12350704841368634,0.06829727820206574,0.0009893455098934553,726.0,1.0,0.0,1.0,0.0
52001-2016-09,Dubuque,IA,710.0,43560.0,37.0,42576.0,51.0,576.0,484.0,7788.0,538.0,610.0,39735.0,1210.0,151.0,364.0,4637.0,72.0,131.0,288.0,239.0,3448.0,28.0,0.4275,6174.0,1516.0,41018.0,39802.0,620.0,131.0,0.530325987144169,8212.0,12348.0,4286.0,0.07190983197471303,1.6071408426871228,0.575220825349348,0.037108005795204936,0.4912534435261708,0.15261707988980716,0.08728191000918274,0.2404499540863177,0.062354558916860585,0.003466483011937557,0.02713498622589532,0.006910009182736454,0.02669880624426079,0.016964995092770014,0.0251206122109466,0.09598255280073463,0.08455004591368227,0.004178125661095832,1056.0,2.0,0.0,2.0,0.0
14224-2016-09,West Seneca,NY,942.0,39939.0,45.1,57038.0,10.0,483.0,192.0,1791.0,545.0,740.0,38472.0,485.0,90.0,319.0,2142.0,316.0,570.0,183.0,205.0,4703.0,27.0,0.379,2236.0,432.0,37959.0,35633.0,586.0,170.0,0.5155111545106287,7056.0,13039.0,3080.0,0.06711595273264402,1.7147727272727271,0.31812841599836544,0.0416815651019053,0.5162122236410526,0.20205813866145872,0.15065474849144947,0.239965948070808,0.036255691970718776,0.002253436490648239,0.006059240341520819,0.007987180450186534,0.025438794161095672,0.007355570312100934,0.014909527326440178,0.02070657753073437,0.05678659956433561,0.0008069629373450919,1013.0,1.0,0.0,1.0,0.0
10469-2016-09,New York,NY,1693.0,71580.0,36.9,55724.0,137.0,1167.0,63.0,5300.0,768.0,941.0,14242.0,40052.0,226.0,3527.0,1034.0,385.0,1170.0,6231.0,2246.0,3742.0,92.0,0.4363,8929.0,753.0,67378.0,45151.0,12671.0,3575.0,0.5441184688460464,13021.0,8631.0,11166.0,0.16986001627065392,0.9934971098265896,0.10816965556504413,0.4409336749217193,0.5096255937412685,0.15994691254540375,0.10308745459625594,0.17865325509918972,0.06537795973494281,0.007278569432802459,0.5411846884604639,0.04842134674490081,0.2467309304274937,0.45822658696271,0.017476926529581733,0.07474154791841296,0.015395361832914222,0.0019415017093656354,667.0,0.0,3.0,0.0,0.0
60637-2016-09,Chicago,IL,1176.0,47110.0,31.7,27167.0,118.0,4382.0,25.0,11522.0,445.0,586.0,7610.0,36676.0,104.0,1866.0,1080.0,542.0,694.0,1472.0,809.0,2320.0,28.0,0.5709,15958.0,2291.0,43789.0,39269.0,1161.0,453.0,0.5608575673954574,9048.0,3178.0,14370.0,0.22643553629469124,0.7301241906379365,0.19870695342393452,0.26428288692439633,0.481341541074082,0.1199108469539376,0.15359796221609,0.13513054553173426,0.2490235153447589,0.002292506898747612,0.7738272129059648,0.03929102101464657,0.01802165145404373,0.3276817522100541,0.032832446182109384,0.1541710889407769,0.0495011674803651,0.0,376.0,1.0,8.0,2.0,0.0
