0,1,2,3,4
81120.25392296113,-14260.778418015307,27971.363625742935,17949.00231488367,-8994.524701465205
3275.6404151659112,-8633.353851882212,-3295.7442108723126,-12924.34394339626,-1006.9034451594326
44838.84035650051,-28548.60297099422,30193.71263821545,21298.468478905954,-904.0132601719004
-31518.65623487707,-4329.684165916629,-1656.2282913652862,-1283.4180486658177,-1060.9439063165462
26990.169412479452,-22377.802770735947,-25012.809160219134,23046.73920530186,3179.2811695851065
12658.386140859586,47686.331691268446,2556.943294350895,-6250.702087395875,-4067.590522465605
-20987.004211441694,27279.952013276627,-111.09495790759871,1490.1301819441799,1264.7789064666458
-4658.868091312084,-27890.934498708593,12836.06249045292,1039.1677086054356,3823.688546219043
56418.37186200635,-11140.460505528772,-15004.604861062799,11797.567466165818,-7285.044569708345
-12154.246132908915,-29588.842145902938,17110.694967759788,5968.575917378419,-915.9052511629791
22614.045244784527,-10273.997564825017,6486.500214339707,-26219.20544271995,-2052.084085645105
47963.81319831555,4218.666765250382,8672.489630536802,-24645.299020644357,9192.42414468201
33522.39630368027,2601.7494112517584,-5019.658769839487,-16598.51994430999,-6010.74692033847
17819.60202991138,-4415.685717641306,91.11669644868289,5606.157374536589,-1405.6357802192992
-6461.98735452231,20376.0924328485,839.3011887942893,-9360.780201796862,-2342.3895201056434
-24735.299252795063,46535.47840730659,138.90430248843558,7218.616889353334,-864.2779916735232
23117.330175914365,668.3501583219664,10643.188469290226,-1477.901850880324,-4951.440556211855
1555.2290612784761,-2642.548603271155,-4081.9372824531238,-6776.508558076465,239.53690131616472
31799.89227595193,9566.114193864296,-10514.643156111659,6515.166610471963,-8368.487381883511
-27806.7564493272,3469.237299177106,-187.65335661707925,3440.8162408466437,-1913.2405370986041
-31102.490636160343,-22590.5714745262,2632.809797838444,-780.4710146533662,1445.722349671463
-11397.469469403351,-1871.8737572792484,-1093.8452105209583,-9969.1579933651,-2475.731406122173
-13202.080686977528,11420.006632731067,-3318.2127041004046,1373.3093381740402,2573.6049120522816
-28356.777979608607,-4828.9869826141185,-2703.086218018444,-899.0105171654747,-558.6765025948508
10616.424808125072,-18513.934496938684,17352.454129419428,16637.280676559043,-5969.912344904684
-23089.483001417266,-6486.874869768939,-2020.771933112486,-5718.443804880358,1067.3397183638283
-6607.083287740858,26777.313591429087,368.46221728302,-3531.1377908251507,-4223.296374659395
10765.003514243635,-18236.279218944026,-10834.765186950965,-9316.343478003173,-5.104179281719596
-25796.256319748252,19301.853325947275,-1025.859979570302,6634.4232320761585,187.05726276749562
-16497.58714060057,4272.291622149105,1257.0707964396368,-1880.903197995626,1577.2941919756645
-29841.99674949684,-3574.9972430144594,-2937.8403395822465,1060.677093263419,263.92702148564064
-42761.36723506919,2140.2189687497585,-2763.0290546483216,6397.940288422131,-918.3688163340181
-13261.753612040759,-19820.166031531902,-13299.231090612502,8190.133405919681,4115.635663718769
3726.7551433919357,13923.328577095488,-941.2157161419451,-8932.752246534723,-4330.236376798452
-61124.500829502555,22390.395199465856,-5298.326468554174,16684.90540753034,-1689.4203169971004
753.2289265760386,8650.483149332937,2436.751553943489,-10441.89440199617,-2635.579278042031
-8206.675556725933,-28577.511478516997,-5383.678345071746,15522.341733492178,-4445.175580165135
-24153.077681698564,55757.20166057283,259.9086799959872,11051.611129053983,-1446.852740774458
11264.826094414124,34310.836943167385,2905.3393139977734,-8287.308550009657,-635.832326243592
34855.66372226843,-18645.739608501153,35437.19271226496,21659.198173006334,4688.487912729765
-17300.32463887786,-17749.878647970807,-5764.798057424458,5408.407752583849,547.6171348800319
25035.815274434717,-20265.14304158904,-9030.727685181071,-15686.244616994698,-2776.539701080477
40579.38640715442,10904.704871770971,8386.998608689037,-24822.3809869937,-2867.156981933033
1104.5934029339553,-14460.027202216766,2630.2855598485357,-19357.31966908973,-1828.0201806658722
-40018.327398665024,-18263.994436659585,-3473.622724062089,1148.7087513063998,5359.050746574638
-65114.31991172311,57026.55439898385,-3820.779677851629,26050.44645388859,-3514.0240730156393
-321.1887382627839,-8314.385188941667,-706.6010097950887,-16632.84379642528,-3653.730178829899
18570.50124412102,-2240.1995291696753,12412.175807812659,-7562.991363597708,-6188.836400925972
25849.39585102218,9012.0274186339,4476.581645155693,-5011.254897132526,24917.923099237712
13512.035319634751,-8804.00987488143,9546.952313916403,-9640.444263734431,3737.2505760377753
-36187.40708213728,-11949.563690327011,-5603.385073704985,3267.483010153237,-2958.169913100576
7809.772655184012,13528.909806204783,6633.070389995574,-4975.709432133477,3713.5690711127177
-28612.536686427127,-37649.70487849896,7983.050780553202,1591.0321869419754,-1768.1089722082625
-24775.72724519463,-20899.271612590677,-4949.5659958681945,-4784.084607796092,-1103.909118539687
-23025.588606012727,3642.9028227697995,-261.39194852463515,-1395.137784706769,7183.120374141565
-18978.666926392114,-12539.998377972097,-496.21667816926765,-9991.302796093856,-358.64784375032883
-35241.960857467035,-12329.24503805268,511.50722878471026,3147.3133475676686,2526.8761203093695
17414.59851428865,42111.55339755046,1241.9299179467753,-10201.34721625044,-5755.83878704311
20098.44862432217,1038.0091339085825,2673.2394217637598,-5808.6706481397605,-8344.473713370116
-12377.545395616571,17191.919882155697,-5797.690330219286,9614.07102098405,-2213.120647502434
-5328.099311619884,16399.183633509376,160.7428317542664,1978.2293763109953,9363.858586066483
-42146.40247148663,14986.640776034958,-9376.804203862725,11861.073012544155,217.76742459259145
18900.723572596136,-35313.7110233876,41058.34006189032,16250.884397684405,168.64018682895178
85174.53419214657,-16117.448626193729,-24972.134410141865,34282.2670658553,-4022.8917654615175
-22168.741720657552,-2533.0792965697597,-3789.8049663157553,-3648.32050544166,-2942.1044637978903
17640.6920157174,-17171.42600494595,20135.98514060502,18607.627700491114,-8570.977335618449
5617.3109681486285,-9475.986274613899,-1324.1058165703223,-14930.065133584303,-1366.636292539303
-29286.80642872802,-11584.523466653081,-6537.592884914404,117.24499843337836,-2725.4552128548657
-5639.427366501768,-8161.75676928526,-1127.9385685304092,-9623.176459701852,-2953.578751413495
-8236.251866757828,-22503.66355542846,-2915.4655470760003,-11269.736580226374,-1740.5661086192858
-16217.11778045989,7067.179434926348,-3245.982533378454,-3945.266092928117,-2418.2623395284377
-47958.846662120086,-18747.81029044666,-5735.560366411948,3847.2418680972396,3406.1901157596644
9274.769559088014,11259.477418868448,-3313.60576584352,1667.259375228295,-2445.4055306384316
-1329.653934496554,38149.083779996625,-1413.7128313402059,5657.817938404489,3611.3444652759217
-20709.736192265507,-20324.56361534895,-1992.1756931534449,-6200.74282760285,-1975.459094155706
-19550.118755219897,-4895.189679292757,-10040.562205750039,5261.181431752169,8991.17326947605
-22374.4227076949,42527.284155790665,1068.5683523010841,8532.685857919265,-827.5039098146766
23682.368251559463,-34702.23620881109,14900.377863640864,-13832.87181389491,747.4404515334575
-15673.727586351626,33079.39932241375,-3833.136423698322,5716.478496762147,-4093.724519624504
-40659.77733827595,12360.68823429435,-3467.926296496972,6250.5493048680255,-1684.185304984898
16192.376554056107,-10199.204136744109,27268.756038914864,6751.838712491436,-9450.18072859836
83061.3272961752,24884.265189225294,10768.907547490906,-926.796751480749,-9924.817685445427
-21371.531595650304,-30762.928575103364,9821.281625344289,1816.7160799578692,1489.0936138855366
11490.036813855051,-13042.001306116992,11131.823580016411,-5235.647352771372,-2007.935818886129
-39548.9442472837,19278.956008451085,-2977.4695655957144,7344.222220388574,-1115.1437200397258
26127.604318968934,50879.19424455637,3639.6995100084287,-1971.5777646717497,5711.887043727957
23441.415172379166,22310.986872328645,5597.22237647911,-21819.711614554413,-4986.351339479321
-21537.114340687487,-11691.092292944548,-942.0084153664002,-1537.4099845575797,-634.9772534360429
2424.674166746693,23892.748269311393,11752.143763589378,21886.957713953096,-2874.4413739908346
-1915.8892267719039,20629.108444065307,-322.5537730656897,2279.3825378604356,-3079.1293799752198
467.6913713614504,-20321.312077447215,-6504.279208227619,13025.371817489566,-4340.590796286573
-10593.775752397578,-17333.128699132776,5063.768214580692,-1122.9132020845511,-3274.953641305471
8523.724617889688,10790.999648752226,834.585096221148,-11348.577979761065,-1640.4770994360772
-31136.96418693083,39716.077421638496,-2181.4782873174,11756.614809566257,-504.20398269254997
6742.2846909672135,17921.37004569836,-27433.691718336482,10302.113074197037,-9790.421449196672
-9398.338656163096,-24717.890280573607,-8187.872592707776,-5201.319719140211,-155.65302719675913
-25357.531018098172,-18545.550214175306,-2327.5890280106073,-6429.394346824533,2599.1489498355177
-38325.284938195924,-36834.83762975068,-1143.5306739192558,-2436.295377019882,1547.730096445959
-31154.72802878125,7472.571105900294,-2846.6761348023956,6243.8399051185925,1362.2380198721942
19477.891580462714,50955.93332057877,3504.9483119305514,2398.671196307208,1184.844951813022
17409.82946628786,21040.065244729,5545.4552314379935,-12303.510013774601,-3862.4102545445758
69704.90879417292,-13963.046473463182,-58142.91408541383,16874.96205741238,-15046.975279494114
68594.31698434117,14520.74002294313,-28222.104511546786,-4485.72316159883,-11792.041251124203
-8893.303345814546,-33625.26223051834,2824.7640253498166,5823.487902677601,-1126.533249342967
-25886.49218862998,-12650.573334631163,3491.594499182024,-758.9556068865713,-722.5781950310816
57247.29996985462,15555.274372027385,30889.19206823256,-2674.3759043270006,-11301.399087332471
318.380621499929,81681.55285289545,4758.088992709861,16553.456439414967,1246.6204343957725
1858.3835151574158,31323.613522596104,2893.4359859391016,-1825.2952655809115,-2290.253887588044
1702.013054059314,25267.232547292693,4102.0085044376565,2252.838895298603,-1023.2227931088837
-33305.51038482929,23775.74147995425,-5179.696002425394,7862.1765839862455,-1579.630212465134
-16651.506877828382,-23095.354292068045,-3031.630490754422,1421.165081374321,2367.1687350634966
-16666.02419673281,18396.00927918707,-347.123957905255,901.472457296828,1128.6036609582482
30495.475589706977,-33615.003768912844,22051.480799134588,-5207.769647873197,8979.55850732562
-23569.475281933013,-34761.24542549805,2714.9567733141857,757.4617907063015,-797.2650272298166
15873.463214935548,1741.1402860320388,-4238.965001553352,-7640.480202080063,-6944.4088157084125
19049.927074380634,-5497.292283030788,-8241.226813163894,13576.079496148242,28610.681354406406
39252.46558911198,-22735.81166574854,35750.080347122195,16677.10561379084,4091.5926850838337
-6856.961201184592,10682.412680106365,675.8768237431851,-11447.788108277695,-4037.035645490589
-15807.84898325343,-33027.161939874146,8490.089728803738,12334.11930565164,883.8055564358768
-24529.368256209502,-2788.886182886221,874.8866916831166,-1321.2802787668359,973.7414264775389
24043.083282093467,-24532.064301087583,-17643.86137827629,9635.135119472849,-9857.056191813253
7277.932981035282,58223.343791938714,2372.5677388150684,6951.140041007209,-5366.300105893357
4741.969516961673,3685.430677607375,-5813.7747817838435,-7841.992575630338,-3888.3248089512913
28446.74906871205,-3847.346222419976,-6152.872949997312,-11141.2160991144,-2077.9974096863425
-44853.64450255488,33590.742508662166,-4017.9107148631338,13763.13982003577,-1835.232044030274
8709.106112429901,-7517.895609245062,2436.06810931463,-20905.04465644288,-4005.8229772970753
-15647.752787016529,2447.5395491902414,1232.7662779500454,-8450.612840672622,-1903.593633542647
16435.863916348117,57970.132502849345,2766.5971891179574,-1100.1390776325213,6989.852151722169
-6635.493170685273,11464.150719480516,1008.1108439252088,-4667.336551941336,4895.980889901737
-17641.235915373425,18569.859164132573,988.7762275643643,-1670.5811845310552,-2750.9722963883314
8983.119509949393,16396.385086848386,6684.958794956808,-5226.029708165706,-5059.208563387531
105074.9447190412,13969.0857906463,-22714.845365351997,-16272.577188076346,14019.776696530405
51655.74539571088,-2394.6907537516468,-2935.5255276734215,-8565.004618715895,-5730.7673874564525
-26424.62398331729,-5191.189382385636,-501.64516090636965,1561.314984115719,1957.7826377653973
4081.560632893568,15109.918432483151,-2670.395744920111,3091.9458285945534,-1807.379705504121
14821.847486429351,19249.729655742543,7640.541478244544,-17787.863636887603,-5935.2915236654335
-21673.990794743204,12786.092854479772,-2551.4855245007575,5018.457768973531,6126.8804887796105
9555.35032894953,48640.184786421145,4645.339094303009,-1693.3422207532622,-807.5718196743019
-39228.397503477354,-30501.61932848118,-6005.788195324217,1443.097566262,-2092.45598096388
-31442.769623274067,2378.821580888654,-2235.2856706365787,-1173.3358370391547,816.8948220491535
-34549.005072801265,-7629.69064123439,-3617.322940121403,2545.429913575265,777.1575759244834
-22185.227135758472,15763.068612504228,-86.36102229653768,1763.482319333168,3895.0439535124297
-10769.095974723565,24927.766936091222,714.7257931213735,-5147.016167208976,-3866.9622761117425
12863.674304905677,-11559.518370567934,8612.744301529636,-6316.305988141798,1176.610082644526
3214.3669236001965,-7061.374771779621,-5589.480967074966,-7751.260155913887,-4292.558966762644
-1429.8911413869816,52696.8182508724,5940.551739264515,7459.347905650288,446.4878973012799
14161.82342256679,-16009.383809151912,377.2933772753601,-12135.199412495791,6058.045672658739
-7807.398306064079,-2358.1869016730066,-611.942233896928,-11141.601805146429,-672.0270875139837
24141.351087098094,4933.356364640121,-8877.27221856565,-2596.3806664394865,-5095.280538400973
7333.943448382122,-20044.07114077984,-6866.961571027393,-4445.4475688068005,2384.296733638662
-56653.25436502826,15851.71304796321,-4712.658486040788,13842.830296272225,-993.724944653498
44267.14634739844,38286.451983297404,7215.7773298624825,-18805.206432544932,-5603.308616198851
-24691.68672966043,-21697.376288586827,-3886.3916352914384,-2582.390345318171,6079.548004235712
-15818.770062503636,9632.544360553997,-2577.6186833241572,-3565.020368140385,-2805.8737909332817
-11380.278329279616,15556.974107412698,-1749.3865077347664,3885.3618668714025,304.3160517910815
-36306.34228604782,27853.695760437095,-292.0199579328121,8349.494855765966,-266.14982424098156
50284.59259937979,-14387.005444207902,-34302.172002698455,29910.626312023338,-12178.340894204077
-6080.456529947752,-3419.5241083553124,1198.5789064546311,-15107.52315289688,-924.8636954464662
-18728.909837615884,-25850.326738555457,-2904.7833131735533,-8450.472011833745,7360.509011037521
-26817.2621182753,56303.24443952393,-1070.1035751135335,17737.95144918732,4813.55350198828
17756.091738508207,7603.285075880299,2739.519017081252,-1615.0114082180962,-2526.9273054577757
-22174.435370648738,-16486.523901042798,-4525.770892308446,-5175.155982536088,848.5398388008182
4003.365597584902,2058.910292426682,3648.6009097545393,-6509.678442036305,1506.4866236361559
8037.197524244906,-19448.078263475236,22566.26384223806,7650.998728918757,6071.882978129524
20947.138059952355,2019.7523788793458,5600.265784929135,-8590.270725167511,-4117.449894056738
-11473.803381391319,-19291.31879143003,16686.981813113947,14794.284506698006,-1197.9808889116866
-5440.792709921843,-3599.864759150514,-1649.8181612077556,-13869.773777554306,-4492.617521484597
-51031.45396407769,-30460.398368293212,-5929.2635995431965,-1055.1147012635936,165.32022816490155
7950.304131756006,-14588.370983024472,-8459.931058502145,10381.035825450224,2072.9680990086326
37808.73711775997,10145.507107934853,-11883.464035562632,-4182.744113029183,-4698.2710336655655
-24409.855442707045,66444.02199929798,1563.1761951316628,10135.96091037165,-5050.325955164922
-41640.63909536537,362.66880650927976,-3489.4729393619004,6967.505230205193,2829.7626527226944
-6897.658797426217,-29488.71392538968,773.2149146785672,-14094.98904964783,741.688103677996
-33824.20363881107,-20937.197632484942,-2246.5853698958554,-2750.9339257002493,1463.4043305452872
-7385.166578312108,9969.042167117444,6091.304096651024,-5276.622493990076,-5337.805213626702
-7460.720156410577,21219.49575797252,-1591.236448324172,-2324.0508453590683,-3385.5778355625316
-19708.38747160275,-4666.269852390418,-983.4061964465618,-5530.7269359915235,-2872.6368314298556
24870.703669584665,-25767.71421867106,47425.71848522897,19361.986663946598,-8143.108301484674
-3830.77834522428,234.22470138345074,2110.292534505416,-14385.630001917552,702.6062582935285
11934.586249960965,-196.1499075165455,3376.675317734598,-11276.748533951659,2522.4896936027267
-24175.530329889414,-35427.46452749224,9164.425957756775,2166.6501951971923,1208.7252552349742
27744.499826203682,53844.635228313084,6956.67576135594,-8416.62591050361,237.40824061741978
703.2966046725493,-7921.697911541,7679.281744989764,-7561.787623523294,-2023.358051339083
-52488.23658927011,40238.636330430934,-3062.3406934094387,16513.57966686305,-2966.5284139466903
-3139.9826871472515,16173.252353156686,2195.5898172541506,-12554.50892681852,-3304.8170995582154
-10647.93371191815,2942.370933475267,1026.7000873445065,-12225.695659114359,-2148.124101826384
-12550.780548783883,-307.5574591910071,545.6345946322089,-12125.979966457524,-2593.843316132027
7005.115516904792,8638.044973159473,-3763.9377113293363,-3805.4535003357705,12735.700199168103
-17627.338924749325,10937.64076377457,1395.4635134148832,7195.464966569162,2277.392453253079
-247.81160177972976,-4674.378890218027,2797.0887589395506,-11090.45014352954,-69.6633804287435
26056.97088143941,10888.054496318302,14136.437340668514,-9848.681119421846,-4965.06794076114
12556.336185012266,-13215.38610486261,3005.3729941288166,-22975.59364381161,1220.8196994505045
44833.54238805006,23022.688178182976,13598.639394985894,-23021.08417214731,-6740.466221624114
-27024.085688545525,-14195.286136445671,-8946.11350421098,5790.436855567014,-1012.9914879063743
-38622.220779119605,12794.060708758861,-4543.13188052264,9034.63863326955,-1210.7658954677709
5552.5984586802415,13806.37977565013,-1885.5058786885195,-7484.568314377734,-5384.836375257883
10982.304268528476,-10150.39497393792,5959.355638851656,-14410.09417294655,-2001.1126109319046
13441.897393483385,-19825.67110765961,6833.991082476825,-2746.5794548129797,-4232.333843164474
3469.2803411570803,-5764.831667584674,-714.0712194660783,-11461.501925657896,-1431.09132807565
-98.57540043117866,95.02786710472003,-4284.17459891406,8282.23774079518,13912.904445934772
1768.4301514839046,-2301.2169790207513,60.453268151096665,-10639.628556128731,1863.8758670480215
-6368.416088636924,-13453.312260255792,4471.130097855458,-1457.4673015998271,-4319.832718542214
-5224.921100005457,17903.33818422514,997.2119290938979,-2197.191230072194,-3376.5041402998836
29155.395480574844,9585.100664334297,2993.8717093003384,-14190.662429536651,687.4755258239439
-41841.35757390641,-3605.238620384151,-4287.527563784307,2069.29942895116,-1515.5906083104087
34944.07484048086,-16234.989125917804,-18880.237948107082,-5353.585104814346,-7334.307255886211
-28995.711816532785,-23152.355915262153,-3373.059376289437,-6445.936512382865,2908.8576118345077
-20822.778754309642,-14746.657833086003,897.312267678569,946.1358102015608,-896.0298683706333
20905.43697696116,15759.62031490671,3522.2893701657586,-11084.450011237974,10705.29597993633
6306.837552979168,17693.33604217946,3703.3936690927826,-15030.193966444436,376.289713622591
-15057.533424197854,37777.36598694734,-388.11969528313386,4569.848326476804,-4082.8730233259
-2182.3802311404247,-20806.83281497165,-1325.4774425631822,-14120.920193161115,-1660.1532872654168
-31872.87111652959,31808.628033903857,-6776.724232197143,19105.49392427455,1471.951396078851
-17557.651321725527,-224.0903884357274,-3315.053830484179,2455.7435869172814,138.1051708744002
3400.0402488369155,-40532.0367517025,-10707.446103398295,16540.07243726728,-749.0369138320355
11670.896313759917,-5792.646115453545,3311.9356659147634,-19993.318870719824,347.6172462826551
2372.4904541489977,37244.70388985565,-4419.768493636705,14188.578062061799,10080.328999882038
41885.70827571138,16532.208559327923,6528.612208339302,-26616.757374227116,-1504.9427945283717
-10995.714539006693,-16011.359985640902,-169.57673136138064,-6109.619501986467,173.24987188616632
-26709.71584264573,30960.473946372796,107.08272181922337,3871.0397299837477,-3267.1494692883284
56646.52989239384,-5609.841439799954,-9452.034464551334,23009.745560476993,52712.27699661535
-18936.16508755766,-35608.614314074286,4166.967264311387,8315.310276156077,813.8680111656214
3803.8077056675847,1222.0919797806905,-9832.869471659995,1005.1115499443883,13631.772030699523
20707.03151075781,227.58620919610652,7671.865659122895,-24869.403017149023,-3948.900310495099
21947.360759999556,8888.272284869334,22127.68010217696,9957.715814644545,8140.644500304907
41009.12725763271,-133.4657581059766,-25134.890482917468,7841.709065799048,-2339.7532630257315
94341.12290301868,-17069.109785108496,59361.66395453176,40762.362950968134,9440.855227138582
-8898.153890413743,3111.813465815836,977.4980518973003,-6453.148871540838,52.941481638566586
25266.1343117524,-21800.521090024708,-44398.7936498308,5115.445982344543,-11170.384551614752
-20689.75690824945,-10427.41866059708,-1489.3082904398987,-5534.941886716347,-1319.6814049357833
-36709.46396189744,-35627.61103541399,-3231.8259468376536,771.2489160477038,5465.792013102656
-21866.978366525622,-33391.12024227541,-589.0726405681572,-3985.742771067193,2015.4983886843197
-44344.94429229136,9335.597442672437,1429.394251695594,11933.983768426748,-590.4747593786869
2990.721824236007,8486.390389888735,-398.9054892556464,-10010.933873970727,-5503.578948413067
25739.801895777167,16852.074127216667,10620.998808286065,-11054.539673546673,-5395.275908775084
19447.976516465864,25693.715374315965,-2448.0767335820155,-4768.376201896666,757.6533962855834
-32025.864908980708,3084.7031397557143,325.7528856401603,4369.7120232674415,-246.62512680210978
8570.167960450584,-19958.60499469205,3201.875274649362,-17636.769830698344,-3174.3572012310588
-5310.646982854546,-10652.373922511657,-3775.7225642200583,-6858.634757309988,-3341.3041237154525
-10470.825333467103,39902.89413511352,2528.138343753234,-1082.787415852676,-2007.983244035144
13598.67573092962,-21460.73098915486,-20659.576236614645,1789.0266836485675,-6249.677803595913
44837.752105290085,904.8886659158395,-16223.759494106096,513.0797395961349,-3063.6712834272075
10761.7233959943,-18471.326111838553,2395.227815846704,-21193.614399198334,3168.3337605168012
-7669.409450325673,37701.6589449792,2077.7317932250944,-530.9323844732621,-250.2487305187081
-30214.55272452431,-7490.136464477299,-1794.385446707846,2293.169923976279,-1629.3907751862455
2190.2876162775447,26165.63406822592,-435.03236238515393,2497.079475440487,13214.346066516648
-29907.220667008492,-11986.379798208345,-2846.3402915503666,461.11608828272574,-231.2101784305842
-7723.2163068435275,-9861.526436187916,-901.1141426550137,-3592.4151585496274,-1841.9978341279816
-30109.640137721235,-15460.210978903577,-1211.1093524963724,-4196.735512611178,1899.8777296457936
