RegionName,City,State,Rent,Current Rent,total_pop,median_age,median_income,households_retirement_income,gini_index,dwellings_1_units_perc,dwellings_under_10_units_perc,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_commuter_by_public_transport,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,armed_forces_perc,mobile_homes_perc,housing_built_1939_or_earlier_perc,walk_to_work_perc,dwellings_50_or_more_units_perc,poverty_perc,employed_in_finance_information_perc,housing_per_pop,renter_occupied_units_perc,married_households_perc,pop_in_labor_force_perc,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
92102-2016-09,San Diego,CA,1622.0,1162.0,43354.0,29.9,39577.0,1262.0,0.4512,0.5143101519836831,0.28232120534245675,0.09999065944330282,1.5275755172662389,0.2558618769145085,0.09262043998886103,0.5388430133321032,0.12448678322646126,0.03847395857360336,0.15002075933016562,0.08737416935324692,0.11456418824839874,0.1006827513032246,0.03815103565991604,0.0,0.012843265458621331,0.026580696098427527,0.2837028751891572,0.031021999443052083,0.015527337324824,0.2769755962540942,0.06515038296282459,0.3505789546523965,0.6375419435489177,0.35585033523177856,0.4938875305623472,496.0,0.0,3.0,0.0,0.0
66214-2016-09,Overland Park,KS,706.0,562.0,11844.0,32.7,49615.0,812.0,0.4216,0.5776095186587344,0.21236704524968453,0.060992324561403514,1.6834723275208492,0.403937128032962,0.038913474744391885,0.543144208037825,0.2331982438365417,0.09464707868963187,0.13517392772711925,0.04885523706508022,0.0,0.056653157716987514,0.13145896656534956,0.0,0.0,0.0019830539030106366,0.0068505498467640175,0.003967648405310545,0.01910942851992068,0.12993920972644374,0.1040296052631579,0.46833839918946296,0.4292410311880296,0.4205837755875663,0.6160081053698075,796.0,0.0,0.0,0.0,0.0
53081-2016-09,Sheboygan,WI,628.0,581.0,43462.0,37.8,42284.0,3095.0,0.3987,0.598207171314741,0.2606573705179283,0.08622780424426159,1.5860958409684047,0.5494521692133838,0.07551712278288213,0.5222953384565827,0.13802862270489166,0.038378353504210566,0.2538079241636372,0.1031374501992032,0.009630029971011644,0.0912981455064194,0.05186139616216465,0.0012948207171314741,0.000952793417063664,0.025249003984063743,0.3364541832669323,0.03006927725642412,0.040488047808764936,0.13020569693065207,0.05673451710697273,0.4620127927845014,0.32495019920318724,0.4550502526514521,0.5312686944917399,1144.0,1.0,0.0,2.0,0.0
20007-2016-09,Washington,DC,2158.0,1993.1837309999999,25249.0,33.9,105674.0,1530.0,0.5289,0.4806132979507592,0.108359133126935,0.033225128890586215,1.150358189514816,0.1774193548387097,0.11025089605734767,0.5736068755198226,0.2633767673967286,0.37439106499267294,0.016911560853895204,0.09450095827804808,0.2559139784946237,0.08289437205433879,0.08653808071606796,0.0,0.0035643816434345367,0.0,0.4369747899159664,0.12365591397849462,0.2384638065752617,0.0942215533288447,0.13277321621793647,0.5372886054893263,0.428718855963438,0.3441061543471182,0.6222424650481208,1405.0,1.0,0.0,1.0,0.0
78748-2016-09,Austin,TX,1343.0,1008.6135,40290.0,32.1,65889.0,1430.0,0.3785,0.7250548914369358,0.1302146865089046,0.0608657349937933,1.8267893923789904,0.13469444963558214,0.12647168753504018,0.6119880863737901,0.2416728716803177,0.0765698684537106,0.1266319185902209,0.05245181751646743,0.010185012147262194,0.11412261106974435,0.07555224621494168,0.014088802146865087,0.0018820325952028192,0.009941449133935106,0.009087582337155405,0.010932535974584191,0.02287143205659917,0.08972449739389426,0.09346093781283786,0.4069496152891536,0.3650890461088071,0.4459963954685891,0.619831223628692,691.0,0.0,0.0,0.0,0.0
85020-2016-09,Phoenix,AZ,1029.0,800.6016285000003,33255.0,41.5,49925.0,2236.0,0.4755,0.5762871726586773,0.20788948069241006,0.07715068493150685,1.4468200270635994,0.19689952399331015,0.0856812041682748,0.5778679897759735,0.1748007818373177,0.10320252593594947,0.17071117125244326,0.17998224589436307,0.07050045027659849,0.16992933393474666,0.07156818523530296,0.0,0.0011506849315068492,0.0230248557478917,0.010375055481580115,0.023350057892705518,0.05781180648024856,0.2063749812058337,0.11386301369863015,0.5419936851601262,0.35441633377718595,0.3309201623815968,0.5487896556908736,1025.0,1.0,0.0,0.0,0.0
11416-2016-09,New York,NY,2010.0,1574.0,24977.0,33.1,55225.0,648.0,0.4199,0.25253936008125955,0.7063230066023362,0.14133967499009115,0.9644508670520232,0.08708258348330332,0.5588882223555289,0.5302878648356488,0.13580494054530168,0.038475397365576335,0.1944188653561276,0.12138141188420518,0.5572885422915417,0.09700924850862794,0.010849981983424751,0.0,0.0007927070947284979,0.0005078720162519045,0.5290756729304216,0.0575884823035393,0.02145759268664297,0.1465348120270649,0.07657550535077289,0.31533010369539977,0.495048247841544,0.5270231213872832,0.5050646594867277,404.0,0.0,0.0,0.0,0.0
92130-2016-09,San Diego,CA,2416.0,1937.714796,47599.0,37.6,125573.0,1224.0,0.4339,0.7091733595585423,0.11265912691908432,0.05429514072746528,1.8962444302991728,0.2611086776658393,0.05300043802014893,0.5833525914409967,0.25847181663480323,0.27647639656295303,0.03628227483770667,0.055837840791127136,0.007495011437192778,0.05672388075379735,0.05390869556083111,0.0035513303829973228,0.010427273838132866,0.002567885046167295,0.005245041796426815,0.010512483574244415,0.05512757471452767,0.05161873148595559,0.13494358681927415,0.3845248849765752,0.3094574659891821,0.6022799606504253,0.5157881468098069,1633.0,0.0,0.0,0.0,0.0
80915-2016-09,Colorado Springs,CO,836.0,643.439646,19199.0,34.2,50087.0,1744.0,0.3955,0.6917237087741133,0.09819539514623522,0.08719560094265515,1.7648595689092097,0.27183257918552034,0.061538461538461535,0.5216938382207407,0.16381061513620498,0.035053909057763434,0.20568779623938746,0.04729309271935283,0.0,0.04255429970310954,0.1284962758477004,0.0036092097075295588,0.05862136684996073,0.08487865588052271,0.007342874922215308,0.013009049773755657,0.007591785936527691,0.14542424084587738,0.07354673998428908,0.4185113808010834,0.3354075917859365,0.4616590463749184,0.5304442939736445,650.0,0.0,0.0,1.0,0.0
43605-2016-09,Toledo,OH,495.0,428.03528175,28801.0,31.1,25508.0,1645.0,0.4598,0.6982636148382004,0.25232833464877663,0.2334777471445451,1.2726253852619782,0.3629335337699989,0.0602383764630087,0.4919968056664699,0.0546508801777716,0.005902572827332384,0.2447137252178744,0.15493291239147594,0.030280253409212924,0.15627929585778272,0.04788028193465505,0.0,0.0,0.02154696132596685,0.6021310181531176,0.03049500697949104,0.00686661404893449,0.4123815145307455,0.03977944072469476,0.4399152807194195,0.4575374901341752,0.3055944709068833,0.4407833061352036,231.0,0.0,0.0,0.0,0.0
32701-2016-09,Altamonte Springs,FL,995.0,782.0,21844.0,41.1,47585.0,1295.0,0.4102,0.4802891485248382,0.2098007901151551,0.10641975308641977,1.5079726651480638,0.2756059421422987,0.1120992963252541,0.5639992675334188,0.2213422450100714,0.07658853689800403,0.1917231276323018,0.26199882323274776,0.003616106333072713,0.03653177073796008,0.11733199047793445,0.0,0.0,0.001176767252248466,0.010674960073968228,0.03498827208756841,0.042363621080944776,0.10904596227797107,0.11226337448559673,0.5446346822926204,0.30301756745398,0.35945330296127564,0.5562168101080388,1027.0,1.0,1.0,1.0,0.0
11203-2016-09,New York,NY,2125.0,1717.0,80202.0,38.1,49002.0,4279.0,0.4369,0.28870221738538976,0.4391579376955516,0.12100529752371565,0.7132225619865159,0.06166588620931866,0.5252868180753921,0.5286775890875539,0.15524550509962345,0.04441285753472482,0.23554275454477444,0.07689430009522515,0.6391067665652073,0.06284132565272686,0.005049749382808409,0.0,0.0,0.003638960685621004,0.5254387158209768,0.054729571528915937,0.11399809549721128,0.14810104486172415,0.07946285573487742,0.36662427370888506,0.5443136988164875,0.3299930000368419,0.5060347622253809,846.0,4.0,0.0,1.0,0.0
77063-2016-09,Houston,TX,1367.0,1033.0,36204.0,32.7,50460.0,1173.0,0.4803,0.2288725292456636,0.1855586930213796,0.06885288737914816,1.3362811662007188,0.20271839024862146,0.09901325336171037,0.6242680366810297,0.27242846094354217,0.10689426582698043,0.10589990056347363,0.11622630092779347,0.056931411434652225,0.2085128715059109,0.07935587227930617,0.0,0.0,0.0,0.003832190399354578,0.0196381928992938,0.1735578862444534,0.18263175339741464,0.09106349621113144,0.5477847751629654,0.6535397337636144,0.3075825868659782,0.6342393105734173,1361.0,0.0,0.0,1.0,0.0
