RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,armed_forces,gini_index,poverty,walked_to_work,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
14217-2016-09,Tonawanda,NY,875.0,22911.0,42.2,50810.0,0.0,902.0,30.0,5131.0,15.0,0.4161,1824.0,286.0,0.5091004321068482,4438.0,6370.0,3386.0,0.05592409750077137,1.4218227024959358,0.3473765830964073,0.04057896097182735,0.5571123041333857,0.21692636724717385,0.2075422286238052,0.18462747152023049,0.05928391507736596,0.006678014927327484,0.035135960892147884,0.007158133647592859,0.0340884291388416,0.026880330834841044,0.020749768589941372,0.018986513028676183,0.07769193837021518,0.0011694854264123786,557.0,1.0,0.0,0.0,0.0
80134-2015-09,Parker,CO,1527.0,57110.0,34.9,100739.0,251.0,269.0,29.0,49.0,28.0,0.376,1852.0,134.0,0.5054631413062511,14786.0,17634.0,1288.0,0.05549476317023605,2.110490347682945,0.20168966280528294,0.16343245037998966,0.5707756960252145,0.3031167921554894,0.1697250919278585,0.09544738224479077,0.03791332725440322,0.002416389423918753,0.009858168446856944,0.037331465592715815,0.07000525302048677,0.02457020585848152,0.0779115210254807,0.023638592190509542,0.11397303449483455,0.010750107980995344,1311.0,0.0,0.0,3.0,0.0
53206-2014-09,Milwaukee,WI,656.0,29046.0,28.3,22962.0,5.0,171.0,44.0,8895.0,0.0,0.4742,13802.0,134.0,0.5445500240997039,6963.0,6023.0,5338.0,0.312210200927357,0.956675983659428,0.2220918292504034,0.16458852867830426,0.4522825862425119,0.05584245679267369,0.02076017351786821,0.20911657371066586,0.219303399076794,0.0036838118845968467,0.9342766646009778,0.0058183570887557655,0.033601872891275905,0.23236027578113536,0.01555255023183926,0.21992701232527714,0.010225160090890313,0.0013428451531682752,661.6666666666666,0.0,0.0,0.0,0.0
12010-2015-09,Town of Amsterdam,NY,1584.0,28802.0,41.7,44256.0,8.0,209.0,627.0,6153.0,69.0,0.4507,5072.0,277.0,0.5183320602735921,5710.0,7579.0,5405.0,0.11353865670589895,1.518733903796627,0.3927063987843998,0.1568461928076988,0.5316991875564197,0.17675855843344213,0.07607110617318241,0.23873342129018815,0.14992937853107344,0.0017012707450871467,0.014651760294424,0.005659329213249079,0.1852301923477536,0.011818335303055885,0.02248220452463176,0.05617665439900007,0.06617596000277759,0.0005649717514124294,737.0,2.0,0.0,0.0,0.0
6810-2016-09,Danbury,CT,1721.0,50969.0,35.2,54332.0,14.0,1354.0,280.0,6067.0,19.0,0.4325,6951.0,581.0,0.5098393140928801,11078.0,8162.0,7730.0,0.0994462466004784,1.6782167042889389,0.3286180218446602,0.18200091019417475,0.5667562636112147,0.12119131236634033,0.11626675037768056,0.22443053620828346,0.10626922882937408,0.029841668465145483,0.056308736683081874,0.052051246836312265,0.3666738605819224,0.04130006067961165,0.017628362659326977,0.07345641468343503,0.08177519668818302,0.016643970343471023,1683.0,2.0,1.0,1.0,0.0
60657-2014-09,Chicago,IL,1677.0,68280.0,30.4,75685.0,1065.0,14001.0,78.0,16673.0,0.0,0.5084,7865.0,2793.0,0.5121851200937317,12820.0,4208.0,14698.0,0.0469029996104402,0.8534256579481215,0.0891154954555531,0.24910219463533584,0.6993555946104276,0.3829232571763328,0.40746924428822495,0.041183362624487414,0.08704563413670488,0.003163444639718805,0.026698886936145284,0.06646162858816637,0.06892208553016989,0.5038572378630015,0.06340085703155435,0.17056239015817226,0.11262448740480376,0.0010371394705649944,661.6666666666666,2.0,4.0,1.0,0.0
71105-2014-09,Shreveport,LA,653.0,22299.0,36.5,56768.0,24.0,432.0,147.0,662.0,427.0,0.4384,1880.0,117.0,0.5025337459078882,4313.0,6844.0,2229.0,0.03652718028940164,1.5902804092459264,0.4660981869360046,0.04296713304081464,0.5345979640342616,0.24328445221758824,0.19561415310103591,0.1420243060226916,0.05037783375314862,0.010179828691869593,0.08453293869680255,0.032557513789856045,0.0358760482532849,0.009769020614289263,0.03996871333594056,0.1266424503340957,0.12184402888021885,0.0,661.6666666666666,1.0,0.0,1.0,0.0
91770-2017-09,Rosemead,CA,2934.0,63758.0,41.1,46729.0,108.0,482.0,264.0,3346.0,0.0,0.4363,11575.0,562.0,0.5090184761128015,9875.0,15713.0,1036.0,0.10685425453140594,1.9493707930933568,0.16859472049689442,0.18874223602484472,0.5572790865460021,0.14017064525236048,0.05608707926848396,0.19746541610464569,0.05367231638418079,0.0017095893848615073,0.002760437905831425,0.5962545876595878,0.3391888076790364,0.02558229813664596,0.04198190657094105,0.014570720537030646,0.04509238056400765,0.0011077877478675086,1161.0,2.0,0.0,1.0,0.0
94040-2014-09,Mountain View,CA,2892.0,33918.0,35.9,95072.0,2576.0,3255.0,181.0,197.0,14.0,0.4482,2675.0,536.0,0.4819270004127602,8164.0,5754.0,1485.0,0.06334089191232048,1.6067092881258531,0.25346943456818444,0.06875788507856405,0.5980010613833363,0.23309157379562476,0.38943923580399786,0.0718792381626275,0.024320156994673398,0.0016215578748746981,0.02279025885960257,0.2514888849578395,0.2286101774868801,0.05419199449478152,0.040110859158478215,0.04967863671207029,0.13202429388525266,0.001682085786375105,661.6666666666666,1.0,1.0,0.0,0.0
14225-2014-09,Cheektowaga,NY,817.0,32751.0,41.4,45443.0,82.0,198.0,542.0,2161.0,29.0,0.379,3376.0,350.0,0.5339073616072791,5032.0,10430.0,4496.0,0.08470731437423924,1.5222951952989976,0.3534863469552777,0.038129004167444185,0.5280144117736864,0.19816188818662026,0.08085249305364722,0.26777808311196605,0.08990814143702026,0.006137217184208115,0.10118774999236664,0.01346523770266557,0.017953650270220757,0.014119549667226472,0.011674228173066284,0.02757167720069616,0.053708283716527735,0.0,661.6666666666666,1.0,0.0,1.0,0.0
38016-2016-09,Memphis,TN,1015.0,44772.0,35.4,66114.0,13.0,250.0,39.0,8.0,33.0,0.3825,3325.0,127.0,0.5525104976324489,9646.0,13175.0,3262.0,0.05163378545006165,1.7971823048746125,0.18006664388243335,0.13102358168147646,0.5637898686679175,0.23467792370231394,0.1667336728312338,0.12018672384526045,0.07751091703056769,0.0005137139283480747,0.3880103636201197,0.041767175913517376,0.06001518806396855,0.0035885167464114838,0.02389025893958076,0.055749128919860634,0.10863932815152327,0.025369099604907464,474.0,0.0,0.0,0.0,0.0
89030-2016-09,North Las Vegas,NV,826.0,47727.0,29.0,28762.0,0.0,596.0,685.0,182.0,7.0,0.4358,17561.0,329.0,0.4872923083370001,14249.0,8720.0,4582.0,0.17166515197414925,1.430906847624923,0.17748727295581673,0.13110426748790144,0.4844637207450709,0.03457162612357785,0.007438137741739476,0.14903513734364196,0.17501113302372925,0.003980975129381691,0.14517987721834602,0.010497202841159093,0.7200117334003814,0.08748664445980768,0.0111582348783197,0.0950195905881367,0.13256647180841033,0.0061072587314714676,838.0,1.0,0.0,1.0,0.0
33145-2014-09,Miami,FL,1958.0,31124.0,43.3,38921.0,51.0,1913.0,35.0,2088.0,64.0,0.4683,5336.0,507.0,0.5160647731654029,4753.0,9120.0,1409.0,0.0894877722350651,1.456697101320805,0.2556081498250669,0.09384647046717433,0.5543310628453926,0.21777406503020175,0.10493509831641178,0.2050828942295335,0.15014313695946965,0.0003855545559696697,0.006939982007454055,0.011277470762112841,0.8676905282097417,0.06304452219249503,0.015634505414283975,0.07736794756458039,0.0415113738594011,0.0035407563658279343,661.6666666666666,0.0,1.0,0.0,0.0
53211-2015-09,Shorewood,WI,1141.0,35125.0,27.5,50619.0,145.0,1512.0,27.0,9335.0,12.0,0.5422,7605.0,2599.0,0.4987900355871886,3510.0,6527.0,4870.0,0.052912385907667885,1.4359924538471904,0.3411545258197526,0.060278814058511675,0.4603843416370107,0.21594306049822065,0.2926690391459075,0.0666761565836299,0.08456177141799791,0.004498220640569395,0.03777935943060498,0.032284697508896794,0.03598576512455516,0.061947771451011185,0.035804047797521936,0.11729537366548046,0.17170106761565834,0.0,511.0,2.0,0.0,2.0,0.0
10703-2015-09,Yonkers,NY,1919.0,20390.0,38.0,57116.0,71.0,1046.0,0.0,2342.0,10.0,0.44299999999999995,3246.0,555.0,0.5103482099068171,4433.0,2364.0,3131.0,0.08601206801974767,1.2776412776412776,0.19202180376610506,0.2348860257680872,0.4904364884747425,0.15218244237371262,0.1245708680725846,0.1920058852378617,0.0975609756097561,0.005002452182442374,0.15669445806768026,0.05360470819028936,0.3675331044629721,0.1952428146679881,0.015030170049369173,0.07626287395782247,0.02050024521824424,0.004173731576887961,296.0,1.0,0.0,0.0,0.0
78521-2016-09,Brownsville,TX,764.0,91050.0,28.8,26613.0,10.0,605.0,2482.0,164.0,0.0,0.4842,37215.0,516.0,0.5221197144426141,25802.0,18698.0,4938.0,0.12621731688602966,1.6090523451256604,0.2766930082568482,0.059959601686806765,0.4452498627127952,0.0671609006040637,0.022745744096650197,0.12987369577155408,0.1002772476866021,0.0013948380010982975,0.0004832509610104338,0.005370675453047776,0.9574629324546952,0.004535950955030299,0.02945169096381987,0.06969796814936847,0.03263042284459088,0.012062074676844418,1316.0,0.0,0.0,0.0,0.0
19128-2015-09,Philadelphia,PA,1173.0,35720.0,34.8,62052.0,18.0,1896.0,61.0,5099.0,10.0,0.4258,4593.0,448.0,0.5020156774916014,6572.0,10998.0,2503.0,0.08440676378284698,1.4489115512845656,0.137429568017172,0.2314462033807352,0.6074188129899216,0.2300671892497201,0.2466405375139977,0.18636618141097425,0.08549052430202668,0.0033594624860022394,0.06917693169092945,0.0312989921612542,0.034602463605823065,0.15358196941239602,0.028806969881493283,0.06377379619260919,0.060806270996640537,0.0004782686674239254,539.0,2.0,2.0,0.0,0.0
90004-2015-09,Los Angeles,CA,1838.0,62760.0,35.8,37976.0,1287.0,3057.0,28.0,9225.0,13.0,0.5628,15350.0,642.0,0.4917304015296367,12765.0,5026.0,6385.0,0.1434764108292112,1.2633743055859323,0.10708762020039002,0.2554972765785757,0.6062778840025494,0.21191841937539835,0.09576163161249204,0.11892925430210324,0.06284332212839222,0.01008604206500956,0.03006692160611855,0.2475462077756533,0.51421287444232,0.25250487526057425,0.05441199936173608,0.11389420012746973,0.04134799235181645,0.0062310404197753536,1045.0,0.0,1.0,2.0,0.0
7111-2016-09,Irvington,NJ,1272.0,54268.0,35.7,38165.0,56.0,2306.0,20.0,6565.0,0.0,0.4348,12073.0,710.0,0.5230338320925776,11429.0,5662.0,12142.0,0.19852648347272006,1.045899872636426,0.1204855195911414,0.2627342419080068,0.5524987101054029,0.1259489938822142,0.035048278912066036,0.2498525834746075,0.15086726841645526,0.00420137097368615,0.8450099506154641,0.016307953121544923,0.10004053954448294,0.22086882453151616,0.008296827293243063,0.0,0.1180806368393897,0.0020381847676885323,640.0,0.0,0.0,0.0,0.0
32803-2015-09,Orlando,FL,1381.0,17680.0,39.4,53101.0,90.0,422.0,42.0,1185.0,13.0,0.4767,1950.0,168.0,0.5147058823529411,2020.0,7917.0,1272.0,0.06414378761645642,1.5173898998600197,0.319591564080542,0.04847790819734708,0.6622737556561086,0.3368778280542987,0.23874434389140275,0.15084841628959275,0.1118018362662586,0.0007352941176470588,0.02494343891402715,0.04055429864253394,0.0916289592760181,0.01336005344021376,0.06373155247753319,0.09349547511312216,0.1083710407239819,0.0,1767.0,3.0,1.0,1.0,0.0
