RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,armed_forces,gini_index,poverty,walked_to_work,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
11226-2020-01,New York,NY,2128.0,100277.0,34.7,52052.0,436.0,16701.0,13.0,3000.0,0.0,0.4631,17403.0,2578.0,0.5500164544212531,20514.0,2642.0,7999.0,0.07190051262578318,0.4017640813437509,0.046112962599925936,0.5490426713716264,0.5655633894113307,0.1653519750291692,0.11856158441118105,0.2289159029488317,0.0890310740768296,0.005504751837410372,0.6524028441217826,0.028700499616063507,0.17097639538478415,0.7583480363327452,0.03626352762483387,0.04507514185705595,0.010311437318627402,0.004835949706123057,1145.6888888888889,0.0,8.0,0.0,0.0
10467-2020-01,New York,NY,1865.0,103732.0,33.7,37015.0,56.0,13060.0,97.0,5344.0,0.0,0.48100000000000004,28506.0,3616.0,0.5204469209115798,25351.0,2405.0,8291.0,0.1250850850850851,0.4974409234454971,0.08405924407681234,0.548812922431252,0.5404311109397293,0.1344811629969537,0.06775151351559787,0.19899356032853893,0.04666493641318453,0.008464119076080669,0.3044769212971889,0.05703158138279413,0.5233293487062816,0.6470975770441403,0.02516516516516517,0.0932017121042687,0.008001388192650291,0.006747988580327018,1145.6888888888889,1.0,7.0,0.0,0.0
78660-2020-01,Pflugerville,TX,1362.0,89830.0,34.1,83499.0,0.0,648.0,1660.0,60.0,124.0,0.3658,6234.0,221.0,0.5178559501280195,21979.0,24980.0,1446.0,0.03785811062893946,2.00561028552346,0.14302480070859167,0.17783436669619132,0.5858399198486031,0.2381943671379272,0.12185238784370478,0.13831682066124906,0.03465506125080593,0.0053545586107091175,0.1276856284092174,0.09236335300011132,0.3353111432706223,0.00595659875996457,0.060969623186129175,0.018868974730045642,0.12619392185238784,0.08697614442295293,1145.6888888888889,1.0,0.0,1.0,0.0
94109-2020-01,San Francisco,CA,3354.0,56677.0,36.9,88593.0,921.0,10658.0,0.0,1659.0,10.0,0.5337,6641.0,10948.0,0.4747251971699278,4064.0,1072.0,7800.0,0.039393173198482935,0.5406548266280053,0.1428941983456783,0.19111162348329827,0.7206097711593769,0.3864001270356582,0.3869470861195899,0.09442983926460467,0.1155870174969948,0.002770083102493075,0.044374261164140665,0.2663161423505125,0.10738041886479524,0.3608092918696141,0.061769911504424777,0.09698819627009192,0.0927183866471408,0.006411112595164953,1145.6888888888889,2.0,24.0,2.0,0.0
10016-2020-01,New York,NY,3465.0,51057.0,33.5,117004.0,1573.0,25723.0,19.0,1907.0,38.0,0.5099,4816.0,15277.0,0.5267054468535166,5865.0,468.0,2570.0,0.037062839626584916,0.19971641997510028,0.20530973451327436,0.1224965067536097,0.6618876941457587,0.3756585776680965,0.4782889711498913,0.0398378283095364,0.16519429528263754,0.012417494173178995,0.034862996259082984,0.1909238694008657,0.06939303131793878,0.4257102934326968,0.05656959732478752,0.10263039348179484,0.057347670250896064,0.015416594491598825,1145.6888888888889,2.0,2.0,5.0,0.0
37013-2020-01,Nashville,TN,1010.0,97819.0,31.9,54811.0,56.0,1013.0,893.0,166.0,27.0,0.392,15302.0,397.0,0.5112197016939449,27257.0,22452.0,4899.0,0.03947227860271338,1.814789687924016,0.11801266592161246,0.1737740917200949,0.5786708103742627,0.20685142968135026,0.11675645835676095,0.1650804036025721,0.05173430547365035,0.007564992486122328,0.3458326092068003,0.04321246383626903,0.1644976947218843,0.008411269925298512,0.03363244667592494,0.11545814207873728,0.054478168862899835,0.03200557551064172,1145.6888888888889,0.0,0.0,0.0,0.0
60647-2020-01,Chicago,IL,1579.0,87509.0,31.8,73443.0,529.0,1683.0,93.0,1348.0,8.0,0.4831,12931.0,1853.0,0.493457815767521,18497.0,6543.0,24620.0,0.04610117780615865,1.1482975168519904,0.10473027375201288,0.2601247987117553,0.6483561690797518,0.2714463655166897,0.2333702819138603,0.13684306757019274,0.10204609534649113,0.0023083339999314355,0.05437155035482065,0.029574100949616614,0.44825103703619057,0.3594404186795491,0.056477933872569885,0.13263778582774344,0.04304700087990949,0.015132310716780053,1145.6888888888889,0.0,3.0,0.0,0.0
11201-2020-01,New York,NY,3086.0,62823.0,35.2,124996.0,1573.0,15089.0,91.0,1657.0,9.0,0.5264,7709.0,4127.0,0.5217993410056826,14234.0,1331.0,6863.0,0.05361182722154995,0.3610645954323583,0.09110708917451456,0.2244854136629958,0.643076580233354,0.2911831654012066,0.4732661604826258,0.07412890183531509,0.0869848085618555,0.0031994651640322807,0.1257501233624628,0.11791859669229422,0.11567419575633127,0.7452375839749685,0.07610354080075761,0.11226780000955064,0.060789838116613336,0.04433818028040727,1145.6888888888889,2.0,12.0,6.0,2.0
11235-2020-01,New York,NY,2156.0,78128.0,45.1,52538.0,902.0,15931.0,26.0,4053.0,50.0,0.5109,14999.0,3184.0,0.5208887978701617,14840.0,4703.0,9592.0,0.05896519782982665,0.6671418389166073,0.08485576923076922,0.5207632211538461,0.5257910096252304,0.2699928322752406,0.2626971124308827,0.16818554167519967,0.08635578583765112,0.006566147859922179,0.02319270939995904,0.14412246569731724,0.08308160966618881,0.5052283653846154,0.03946010321556173,0.07798740528363711,0.00783329920131067,0.005832554715592174,1145.6888888888889,1.0,3.0,1.0,0.0
11375-2020-01,New York,NY,1986.0,73488.0,42.7,80542.0,1270.0,20681.0,73.0,7409.0,18.0,0.473,6624.0,1858.0,0.5414897670367951,17413.0,6047.0,3123.0,0.04449195683160252,0.7129987521684877,0.0500584062223995,0.5346875979372632,0.5727601785325496,0.2919796429349009,0.3812323100370129,0.11638634879163945,0.06870553555738218,0.002422164162856521,0.024833986501197475,0.27936533855867623,0.15744067058567385,0.6486794495569674,0.0410048869883934,0.0798769867189201,0.014356085347267582,0.00048184575267140947,1145.6888888888889,1.0,5.0,2.0,0.0
90250-2020-01,Hawthorne,CA,2097.0,96836.0,33.6,53303.0,202.0,4316.0,137.0,4438.0,22.0,0.4323,14346.0,839.0,0.5092940641910033,25793.0,14029.0,7087.0,0.07146276544817418,1.6848458315091626,0.1900512708628777,0.20772335551434493,0.5516956503779586,0.1480441158246933,0.07190507662439588,0.15511793134784585,0.04449158872919592,0.0061134288900822,0.22096121277210956,0.0791647734313685,0.5380540294931637,0.0579469837460456,0.01930184018535894,0.02793382626296005,0.08299599322565987,0.008695132518600412,1145.6888888888889,1.0,1.0,0.0,0.0
78130-2020-01,New Braunfels,TX,1165.0,74172.0,36.2,62813.0,70.0,1061.0,2644.0,792.0,139.0,0.4202,7132.0,336.0,0.5081567168203635,18059.0,20184.0,2762.0,0.03408031122598524,1.8902934365865696,0.3354246960054973,0.17462878312569088,0.5203176400798145,0.17831526721673946,0.09883783638030524,0.1983362994121771,0.10885964615540747,0.0043008143234643794,0.015693253518848083,0.012632799439141454,0.3609448309335059,0.0022407457201756745,0.05102720562764795,0.05001887504718762,0.1048643693037804,0.07604614187612056,1145.6888888888889,4.0,0.0,0.0,0.0
37211-2020-01,Nashville,TN,1221.0,76834.0,32.9,53188.0,28.0,2085.0,203.0,670.0,83.0,0.43799999999999994,14246.0,442.0,0.4905120129109509,20021.0,17392.0,4540.0,0.041726683471371984,1.7030585106382978,0.15639943741209564,0.10410433448408132,0.5877476117343884,0.20751229924252285,0.1463284483431814,0.1669182913814197,0.0886505483851421,0.007965223729078272,0.1549444256448968,0.08083660879298228,0.1990655178696931,0.014166986318885053,0.04764584083543392,0.11481896035609235,0.07155686284717704,0.009725504453735684,1145.6888888888889,1.0,0.0,4.0,0.0
10029-2020-01,New York,NY,2791.0,79597.0,35.1,34016.0,260.0,19086.0,42.0,3790.0,30.0,0.6192,25526.0,4994.0,0.5432491174290488,10890.0,288.0,3311.0,0.10766549558770644,0.207510255601136,0.09733724882040452,0.2988748473949913,0.5478095908137242,0.16199102981268138,0.1440632184630074,0.16157644132316545,0.07089245924709746,0.003304144628566403,0.25827606568086736,0.09290551151425304,0.4789376484038343,0.7300953575081665,0.036958145453539516,0.07326909305627098,0.029976004120758317,0.011053125366482936,1145.6888888888889,1.0,2.0,1.0,0.0
