RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,male_60_61,male_62_64,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,gini_index,poverty,walked_to_work,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
37211-2019-09,Nashville,TN,1191.0,78057.0,32.5,50209.0,28.0,2134.0,185.0,772.0,936.0,596.0,53356.0,12771.0,252.0,6018.0,1800.0,1468.0,1124.0,1351.0,482.0,3621.0,50.0,0.4476,14954.0,590.0,0.4936264524642249,21206.0,16915.0,4878.0,0.0456711318888789,1.6658195260413229,0.15965912007803276,0.10536988551773704,0.5862126394814046,0.1947294925503158,0.14087141447916265,0.16539195715951166,0.07670272741124486,0.008429737243296565,0.16266318203364208,0.07709750566893424,0.20256991685563114,0.01345038246316546,0.04569360783961162,0.11407048695184288,0.06550341417169504,0.0051500838031388095,3840.0,1.0,0.0,4.0,0.0
10029-2019-09,New York,NY,2934.0,80866.0,34.0,34015.0,337.0,19129.0,82.0,3357.0,805.0,1210.0,26938.0,24772.0,221.0,7717.0,1296.0,1239.0,2589.0,3380.0,1120.0,3129.0,17.0,0.6164,25037.0,5376.0,0.5437390250537927,11254.0,285.0,3030.0,0.1219338690554604,0.19161163322326644,0.10999459407892644,0.28978916907813146,0.5521108995127743,0.17486953725916948,0.14512897880444192,0.16064848020181535,0.06731025496757381,0.00818638241040734,0.2532955753963347,0.09398263794425346,0.4774565330299508,0.7263013959996184,0.03232775655381373,0.06659164543813223,0.025968886800385824,0.0026059403595013178,2173.0,1.0,2.0,1.0,0.0
10009-2019-09,New York,NY,3787.0,60141.0,36.8,60521.0,202.0,14936.0,0.0,9077.0,614.0,705.0,36482.0,5286.0,87.0,8046.0,247.0,1545.0,2417.0,1924.0,565.0,3591.0,0.0,0.5334,13822.0,6986.0,0.5452353635622953,4420.0,205.0,2787.0,0.04955903271692745,0.21560975609756095,0.061635260505280724,0.21138968251420498,0.6318983721587602,0.32362281970702184,0.2826524334480637,0.11100580302954724,0.048982595341694385,0.0072828852197336265,0.08004522704976637,0.13302073460700686,0.258376149382285,0.6243780295977657,0.04406827880512091,0.10340699356512197,0.03169219002011939,0.0013757358587151267,2470.0,0.0,1.0,0.0,0.0
77573-2019-09,League City,TX,1092.0,85108.0,34.9,103922.0,9.0,1316.0,480.0,10.0,544.0,1033.0,69226.0,5948.0,248.0,4491.0,2546.0,1617.0,2004.0,4187.0,1022.0,4352.0,158.0,0.3797,5848.0,217.0,0.5130070028669456,23746.0,24669.0,1390.0,0.03504678089650421,2.0431834526214856,0.18411605245805554,0.23899186753608326,0.5398434929736335,0.2558866381538751,0.17616440287634536,0.113867086525356,0.03931438347150941,0.0029961930723316262,0.0667974808478639,0.052580250975231474,0.19011138788363025,0.013700637409334018,0.03760250683378892,0.03359261174037693,0.09787564036283312,0.03599157783918937,2761.0,1.0,0.0,4.0,0.0
60618-2019-09,Chicago,IL,1691.0,95218.0,34.1,66246.0,659.0,1029.0,59.0,1891.0,796.0,998.0,76981.0,2347.0,146.0,6143.0,1256.0,2268.0,4798.0,5999.0,817.0,2579.0,57.0,0.4879,11928.0,2121.0,0.4965762775945725,23389.0,9774.0,24585.0,0.05163678177440799,1.2825797306874558,0.07807795506216332,0.3314421481678717,0.6134659413136172,0.23561721523241405,0.2051187800625932,0.13200235249637673,0.11202013845185653,0.002793589447373396,0.021697578188997882,0.06362242433153395,0.4086307210821483,0.32036130512258565,0.05923676740091272,0.10032766913818816,0.027694343506479868,0.010899937067337948,4156.0,1.0,2.0,3.0,0.0
77584-2019-09,Pearland,TX,1406.0,87121.0,34.4,106162.0,6.0,560.0,1409.0,124.0,535.0,1168.0,46865.0,20392.0,329.0,14895.0,2154.0,1866.0,3263.0,4464.0,734.0,3617.0,55.0,0.3799,4607.0,160.0,0.5124022910664479,28178.0,23908.0,956.0,0.040824423655195466,2.068099753653022,0.11687725631768953,0.3161101083032491,0.5639168512758118,0.2531536598523892,0.2356377911181001,0.08454907542383581,0.042707155548376674,0.0036500958437116204,0.23268787089220735,0.1704411106392259,0.19468325662010308,0.002910649819494585,0.024703474774473773,0.019076916013360732,0.08567394772787272,0.03388790179292522,2483.0,3.0,0.0,0.0,0.0
10011-2019-09,New York,NY,3805.0,50711.0,39.8,123208.0,1441.0,16260.0,74.0,2133.0,856.0,1098.0,39858.0,2748.0,68.0,5289.0,1707.0,599.0,1440.0,1045.0,689.0,2800.0,0.0,0.5615,5367.0,8281.0,0.4880006310267989,5518.0,868.0,3776.0,0.042421664539912085,0.2266198309741592,0.15089530569446685,0.10495241167930312,0.6768945593658181,0.3574964011752874,0.5260199956616908,0.05860661394963618,0.14280177682377845,0.008380824673147838,0.043402812013172684,0.10390250635956697,0.11121847330953837,0.5930311340538796,0.0624982277045229,0.09611326931040602,0.04872710062905484,0.005097933995170378,7722.0,1.0,10.0,2.0,0.0
20002-2019-09,Washington,DC,2233.0,61787.0,33.7,82022.0,902.0,4663.0,16.0,2931.0,506.0,814.0,27244.0,29862.0,107.0,1952.0,1174.0,1660.0,2183.0,2175.0,631.0,3111.0,274.0,0.4848,9498.0,3959.0,0.5209024552090246,13356.0,13445.0,7505.0,0.06550435214470554,0.8986916885990006,0.12804108848441162,0.205832882801706,0.6669040413031867,0.23331768818683546,0.3817307847929176,0.12683897907326785,0.10902293967714527,0.004920128829689093,0.4762976030556589,0.0303947432307767,0.06127502549079904,0.3811497567129212,0.05476122016885799,0.09374140191302376,0.0841600984025766,0.03201359388275276,3103.0,1.0,12.0,2.0,8.0
10128-2019-09,New York,NY,2988.0,62743.0,38.7,111937.0,1353.0,20445.0,0.0,1661.0,658.0,1156.0,49800.0,2747.0,7.0,6176.0,742.0,1686.0,2803.0,3065.0,783.0,4114.0,79.0,0.5526,4082.0,4247.0,0.5789649841416572,12227.0,797.0,1756.0,0.035760028689994366,0.3234736442927569,0.07319441991877097,0.25595973865442345,0.6193838356470045,0.329821653411536,0.5353904021165707,0.053169277847728035,0.1,0.0031397924868112772,0.03487241604641155,0.09717418676186984,0.12538450504438742,0.7155218082288539,0.07974281469337569,0.1031190730440049,0.05854039494445595,0.0,3312.0,0.0,1.0,0.0,0.0
28269-2019-09,Charlotte,NC,1229.0,76673.0,35.2,63097.0,7.0,679.0,563.0,138.0,631.0,928.0,31497.0,34729.0,178.0,5030.0,2147.0,1519.0,1332.0,1127.0,449.0,3787.0,29.0,0.4021,5844.0,267.0,0.5135445332776858,18167.0,23972.0,1636.0,0.06719984856372155,1.7246143848968842,0.16361167684996605,0.1237836614618692,0.5766306261656646,0.25456157969559035,0.16111277764010798,0.1116038240319278,0.056776025033065586,0.005230002738904178,0.4499106595542107,0.06540764023841507,0.10454788517470297,0.015755827110205928,0.08014291798779045,0.08695368643459889,0.06403818814967459,0.004967902190393238,2781.0,0.0,0.0,0.0,0.0
78613-2019-09,Cedar Park,TX,1264.0,77779.0,35.1,96857.0,15.0,1059.0,479.0,116.0,386.0,1017.0,63298.0,2511.0,339.0,6448.0,2754.0,1101.0,1784.0,2455.0,364.0,3242.0,49.0,0.3775,2943.0,246.0,0.5076305943763739,18826.0,21004.0,1762.0,0.037372042697011686,1.9535354336957385,0.2030326176129452,0.206427338821466,0.5584926522583217,0.25899021586803633,0.17664150991912986,0.09730132812198664,0.05892457057505601,0.007071317450725773,0.030689517736149863,0.08213013795497501,0.18575708096015636,0.011428894735353192,0.08784983101125783,0.02597102045539284,0.13857210815258614,0.03614637789395071,3931.0,2.0,0.0,1.0,0.0
30349-2019-09,Riverdale,GA,1120.0,73310.0,32.6,46998.0,23.0,291.0,43.0,372.0,452.0,793.0,2968.0,67268.0,40.0,375.0,706.0,1279.0,1599.0,3163.0,1346.0,3648.0,68.0,0.4338,12650.0,269.0,0.5237893875323967,19619.0,20906.0,4409.0,0.12907007727151612,1.5883051115682858,0.12536722231391315,0.2701435880508335,0.5415768653662529,0.1875596780793889,0.11942436229709455,0.16548901923339246,0.1797767393561786,0.0039830855272132044,0.9121675078434048,0.005115263947619697,0.02860455599508935,0.07476481267535898,0.03045563549160672,0.002237075433092348,0.17101350429682172,0.014213395638629285,1881.0,1.0,0.0,1.0,0.0
79912-2019-09,El Paso,TX,987.0,81159.0,33.6,57863.0,21.0,2609.0,19.0,130.0,722.0,1194.0,61271.0,1815.0,553.0,2631.0,3624.0,1132.0,1560.0,911.0,451.0,3972.0,645.0,0.4814,13192.0,501.0,0.5085695979497037,21093.0,19505.0,5261.0,0.0703225969945009,1.8173824703986547,0.27452386415787056,0.08702386415787057,0.5093088874924531,0.22665385231459234,0.1954311906258086,0.09275619463029362,0.1065414710485133,0.004115378454638426,0.020515284811296344,0.02990426200421395,0.6970637883660469,0.014886415787058285,0.04173741162160107,0.1349080200593896,0.05988245296270285,0.013583724569640064,3746.0,0.0,0.0,0.0,0.0
75052-2019-09,Grand Prairie,TX,1118.0,94133.0,34.9,74859.0,66.0,422.0,127.0,164.0,934.0,1201.0,49259.0,26352.0,286.0,9859.0,2100.0,1931.0,2024.0,3140.0,916.0,3603.0,37.0,0.3537,7625.0,318.0,0.5074522218563097,19337.0,25982.0,1884.0,0.06278146706358294,2.1400284803688887,0.15879290192328127,0.20922324938901285,0.5492335312802099,0.18183846260078826,0.08694081777909979,0.15557774638012176,0.04206047614407743,0.0037075202107656187,0.27515324062762264,0.10441609212497213,0.3660034206919996,0.004080331526936563,0.02536065949164186,0.02560207366173393,0.0511935240563883,0.0032803923479164635,1881.0,1.0,0.0,2.0,0.0
94565-2019-09,Pittsburg,CA,2002.0,93549.0,34.1,62255.0,70.0,1141.0,1582.0,1354.0,810.0,1164.0,33110.0,14030.0,763.0,13945.0,1697.0,1126.0,2181.0,6894.0,4397.0,4621.0,61.0,0.4413,14457.0,607.0,0.5072635731007279,21028.0,21496.0,3284.0,0.11144679422625042,2.015197024958878,0.12873424712557113,0.3894662850830948,0.5270179264342751,0.13521256240045326,0.0505403585286855,0.16661856353354926,0.04770660945959751,0.005579963441618831,0.14455525981036674,0.14197906979230135,0.4594490587820287,0.09838329065622332,0.02114803625377644,0.03578873103934836,0.1088948037926648,0.0046991521095106755,1795.0,0.0,2.0,1.0,0.0
37042-2019-09,Clarksville,TN,715.0,76126.0,28.2,49715.0,41.0,179.0,1795.0,379.0,531.0,425.0,45978.0,21659.0,598.0,2077.0,2049.0,541.0,715.0,2222.0,554.0,5296.0,6323.0,0.3992,11977.0,234.0,0.4978325407876416,24167.0,23100.0,4744.0,0.0766272473800596,1.8517284312289441,0.1919729640817059,0.12731405329425488,0.5178782544728476,0.1610750597693298,0.05112576517878255,0.1670125843995481,0.12181631077952147,0.009983448493287445,0.2684234033050469,0.025786196568846387,0.1176470588235294,0.008882375811227083,0.026696151011120727,0.08911541391902897,0.14225100491290754,0.024215333161821458,1218.0,0.0,0.0,0.0,0.0
11206-2019-09,New York,NY,2667.0,87767.0,29.2,34122.0,409.0,9675.0,38.0,2409.0,631.0,613.0,40751.0,23547.0,624.0,6028.0,1123.0,1867.0,3289.0,4945.0,1379.0,2279.0,16.0,0.5501,31999.0,4367.0,0.5111944124784942,23260.0,1078.0,11481.0,0.1104696105903952,0.34322978109844016,0.10656807307525012,0.36874003189792665,0.5079699659325259,0.14817642166190026,0.07315961580092746,0.1588410222520993,0.05244527247321845,0.0042612827144598775,0.20254765458543644,0.06758804562079143,0.3857600236991125,0.7100188487748297,0.03616291429123586,0.0790274248863468,0.016566591087766473,0.003943487036174507,2851.0,1.0,7.0,0.0,0.0
