RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,armed_forces,gini_index,poverty,walked_to_work,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later
76522-2020-01,Copperas Cove,TX,672.0,36204.0,32.7,53399.0,11.0,168.0,565.0,309.0,1758.0,0.4259,4373.0,226.0,0.5241409788973594,8326.0,11394.0,2334.0,0.09463702184917025,1.8540668092323576,0.24587656291566906,0.1417930300611865,0.5349132692520163,0.17696939564688985,0.06816926306485471,0.16324163075903214,0.11694992511558247,0.009556955032593083,0.13611755607115236,0.024389570213236105,0.17324052590873937,0.0039904229848363925,0.033959120907285194,0.0711523588553751,0.1535465694398409,0.021293221332291463
33445-2020-01,Delray Beach,FL,1740.0,32261.0,48.0,53929.0,55.0,796.0,113.0,25.0,0.0,0.4535,4311.0,233.0,0.5121353956789932,4941.0,7840.0,5595.0,0.07056572180361201,1.5006224826071037,0.2512335812078671,0.09799152130099381,0.47698459440190943,0.2457766343262763,0.19692507981773658,0.17454511639440812,0.1950126746448152,0.003471684076749016,0.25299897709308455,0.0388704627878863,0.11933914013824742,0.020084786990061852,0.05495754096399952,0.04444995505409008,0.13765847307894982,0.0015916995814419619
53221-2020-01,Milwaukee,WI,789.0,40209.0,37.8,49354.0,12.0,1186.0,423.0,1073.0,58.0,0.4142,6059.0,199.0,0.513094083414161,8986.0,9465.0,4269.0,0.05621840242669363,1.5243386577435445,0.24889163252707783,0.08030753689881587,0.5336864880996792,0.1587455544778532,0.08301624014524112,0.2414136138675421,0.05240801675142088,0.006242383545972295,0.05618145191375065,0.06871595911363128,0.2123405207789301,0.03451372130871542,0.029777553083923155,0.06304558680892337,0.0648362306946206,0.001136703559676937
55406-2020-01,Minneapolis,MN,1357.0,33456.0,38.1,65631.0,29.0,1622.0,63.0,1155.0,0.0,0.4353,4573.0,565.0,0.500597800095648,6791.0,10590.0,2302.0,0.03948489726351671,1.485302782324059,0.20174180871966438,0.0750358451489565,0.6367766618842658,0.2779471544715447,0.3038318986131038,0.12383428981348638,0.04219964885879107,0.010252271640363462,0.12251912960306073,0.029501434720229557,0.0743065518890483,0.12325420848600711,0.0541141937316542,0.06776064084170254,0.05365255858440937,0.0028216704288939053
11435-2020-01,New York,NY,1975.0,59296.0,35.8,64086.0,10.0,5001.0,39.0,3512.0,5.0,0.4314,9220.0,1517.0,0.5033897733405289,12331.0,3958.0,6898.0,0.10663442647725556,0.841528027974992,0.05928659286592866,0.5857670005271481,0.5922321910415542,0.19247504047490555,0.10965326497571505,0.17174851592012952,0.043967176577854324,0.07609282245008095,0.22407919589854292,0.24273138154344306,0.31077981651376146,0.6027060270602707,0.01979749131026145,0.07071303291958986,0.008499730167296276,0.004406848343632864
1420-2020-01,Fitchburg,MA,1273.0,40737.0,35.7,55277.0,27.0,1162.0,154.0,911.0,53.0,0.4275,6363.0,644.0,0.5048727201315757,7620.0,7733.0,6847.0,0.09124601238506286,1.5144766146993318,0.31704764527678325,0.22170201046543653,0.5107641701647151,0.14956918771632668,0.08125291504038099,0.2231141222966836,0.11413368408465861,0.004025824189311928,0.03841716375776321,0.03517686623953654,0.2616294768883325,0.02374001652437345,0.027819478326139988,0.059405454500822345,0.06807079559123155,0.0008370202080593089
82001-2020-01,Cheyenne,WY,855.0,36154.0,34.5,59232.0,12.0,441.0,592.0,1461.0,1270.0,0.4235,4063.0,423.0,0.5018255241467058,8025.0,12299.0,3095.0,0.06718346253229975,1.8189992181391712,0.6379680959384546,0.05413508315420296,0.5328594346407036,0.20340764507385076,0.11857609116556951,0.18230347955966145,0.10663562281722934,0.003623388836643248,0.020440338551750845,0.012668031199867235,0.13135476019250983,0.003620319040615454,0.03133074935400517,0.08668473751175527,0.11741439398130221,0.022060535506402794
85027-2020-01,Phoenix,AZ,1147.0,36539.0,35.4,56184.0,0.0,524.0,1468.0,14.0,13.0,0.3670000000000001,3797.0,656.0,0.49443060839103425,9020.0,10406.0,2180.0,0.04766120014908684,1.650939752832132,0.27981723648968015,0.10619190168583582,0.590191302443964,0.21130846492788527,0.11932455732231315,0.19001614713046333,0.10527528219304308,0.011302991324338377,0.022852294808287037,0.07657571362106243,0.19234242863789375,0.014022372774539152,0.050316809541557955,0.06330222501984181,0.06713374750266839,0.008177839207555862
22801-2020-01,Harrisonburg,VA,980.0,40657.0,25.4,48767.0,30.0,329.0,395.0,340.0,36.0,0.4846,10846.0,1314.0,0.5034803354895836,6504.0,9546.0,2094.0,0.03740049066239423,1.9010806317539484,0.5073002831288513,0.04857602842391606,0.3965860737388396,0.146764394815161,0.1561846668470374,0.11407629682465505,0.08725341426403642,0.005804658484393831,0.05133187397004206,0.03854194849595396,0.16021841257348057,0.02126242158441126,0.03504731387372954,0.09934328651892663,0.18862680473227242,0.012277555524899985
19401-2020-01,Norristown,PA,1308.0,42116.0,35.1,51090.0,16.0,1761.0,0.0,1811.0,0.0,0.4647,7809.0,777.0,0.512821730458733,9889.0,10907.0,3695.0,0.07025256830110807,1.309570794277257,0.23911363050760112,0.15176500901829426,0.5332415234115301,0.15659131921360053,0.1254392629879381,0.22041504416373825,0.11581243184296619,0.003775287301738057,0.31448855541836834,0.03715927438503182,0.23235824864659513,0.09683071373357383,0.03893948230227446,0.07529205052711559,0.08557317883939596,0.008669574700109052
32714-2020-01,Altamonte Springs,FL,1233.0,37223.0,37.2,51814.0,65.0,701.0,261.0,54.0,106.0,0.4484,4960.0,244.0,0.5300754909598904,7365.0,7655.0,3810.0,0.06239540999282812,1.6254636185852047,0.23462181249663056,0.15763653027117364,0.5899040915562959,0.29589232463799264,0.13746876930929802,0.141820917174865,0.14228700329689398,0.0022298041533460496,0.1349703140531392,0.028987453993498644,0.30526824812615855,0.011159631246967491,0.04556538369591202,0.03186202079359536,0.11178572388039652,0.006073225750477182
10977-2020-01,Ramapo,NY,2316.0,64882.0,27.0,55145.0,44.0,1374.0,17.0,799.0,13.0,0.519,17979.0,1627.0,0.49139977189359146,26034.0,7731.0,5436.0,0.07243942534486456,1.407416594319732,0.3139832961217233,0.17725130240635079,0.43896612311581024,0.10936777534601276,0.0894084645972689,0.15358651089670478,0.05163490943307457,0.007259332326377116,0.2570050245060263,0.02718781788477544,0.21255510002774267,0.11287521706772513,0.037059538274605106,0.02461391449092198,0.04076631423199038,0.017172430016466712
15221-2020-01,Wilkinsburg,PA,935.0,30309.0,43.4,41189.0,7.0,1364.0,74.0,2436.0,0.0,0.4859,6094.0,623.0,0.5645187897984097,3849.0,11910.0,4683.0,0.07754404572506039,1.144615767222084,0.16423589093214966,0.1595857112661171,0.5450526246329473,0.2393018575340658,0.2154145633310238,0.2048896367415619,0.1689143801994523,0.002375532020192022,0.45491438186677224,0.015242997129565476,0.015045036127882806,0.2027760163460861,0.06740910965765129,0.02458015770893134,0.13695601966412616,0.0025835787733167986
