RegionName,City,State,Rent,total_pop,median_age,median_income,million_dollar_housing_units,dwellings_50_or_more_units,mobile_homes,housing_built_1939_or_earlier,male_60_61,male_62_64,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,gini_index,poverty,walked_to_work,Percent_Female,families_with_young_children_summed,dwellings_1_units,dwellings_under_10_units,unemployment_rate,average_car_per_household,Perc_commuters_under_15_min,Perc_commuters_over_45_min,Percent_pop_25_64,Associates_College_perc,Advanced_degree_perc,HS_perc,Perc_vacat_housing_units,Perc_other_race,Perc_black,Perc_asian,Perc_hispanic,Perc_commuter_by_public_transport,Perc_worked_at_home,Perc_different_house_year_ago_same_city,Perc_different_house_year_ago_dif_city,perc_housing_built_2005_or_later,ESTAB,HIFL_hospital_count,HIFL_transit_station_count,HIFL_uni,HIFL_govbldg
20176-2014-09,Leesburg,VA,1424.0,46270.0,33.8,111849.0,760.0,1084.0,63.0,589.0,464.0,505.0,32630.0,4929.0,43.0,4624.0,1603.0,822.0,973.0,2948.0,1061.0,2524.0,114.0,0.4028,2503.0,449.0,0.5110438729198185,14623.0,12426.0,816.0,0.0611471643355234,2.016575688989482,0.1888307807246918,0.30262420620097125,0.5424681218932353,0.2301923492543765,0.2288956127080181,0.0907715582450832,0.07744273168335074,0.002204452128809164,0.10306894315971472,0.09883293710827752,0.1625243138102442,0.04095069107209563,0.0656213470917812,0.02254160363086233,0.09898422303868597,0.008290855493459436,1220.0,2.0,0.0,2.0,0.0
90723-2018-09,Paramount,CA,2473.0,54941.0,30.7,46364.0,30.0,1558.0,1504.0,1703.0,508.0,433.0,30340.0,5267.0,402.0,1455.0,1444.0,436.0,1008.0,1682.0,730.0,1284.0,14.0,0.3933,12064.0,651.0,0.5015016108188785,12383.0,7915.0,1892.0,0.09073825503355704,1.898908468288507,0.1881081565849065,0.17806376395677326,0.5042136109644891,0.06812762781893304,0.026009719517300377,0.15250905516827146,0.039470979236620296,0.0035128592490125767,0.09275404524853936,0.02559108862234033,0.8157296008445424,0.04466167436437828,0.02933844678811122,0.018346954005205585,0.08214266212846508,0.0,1061.0,1.0,0.0,0.0,0.0
6512-2017-09,East Haven,CT,1299.0,29113.0,41.9,61722.0,14.0,856.0,50.0,1171.0,382.0,490.0,22767.0,2389.0,53.0,1256.0,1105.0,348.0,185.0,518.0,331.0,2380.0,66.0,0.4119,3038.0,304.0,0.5155085357056984,4804.0,8680.0,2770.0,0.07379006913890633,1.6879029521547335,0.2774476513865308,0.1220288624787776,0.5561776525950606,0.1663518016006595,0.1324150723044688,0.27918799161886443,0.09836316353067157,0.004087521038711229,0.07793769106584687,0.043142238862363895,0.1285336447635077,0.027730616864742503,0.024638592080452545,0.04784804039432556,0.06673994435475561,0.0019121921370659324,499.0,0.0,0.0,0.0,0.0
63017-2018-09,Chesterfield,MO,1105.0,41596.0,49.1,95812.0,21.0,592.0,111.0,61.0,611.0,1095.0,35080.0,1539.0,26.0,3900.0,1454.0,568.0,635.0,109.0,164.0,3839.0,0.0,0.4609,2169.0,181.0,0.5253870564477353,6472.0,13279.0,1877.0,0.03821561338289963,1.8759202729394864,0.2442903062087633,0.05735070208086618,0.4849985575536109,0.2843783056063083,0.3769112414655255,0.09524954322531012,0.051762302060275836,0.002163669583613809,0.03675834214828349,0.09375901528993172,0.03675834214828349,0.0015789770484407602,0.06835192069392812,0.02336763150302914,0.10296663140686604,0.0011351382030762244,1734.0,4.0,0.0,1.0,0.0
6405-2014-09,Branford,CT,1235.0,27952.0,47.5,70331.0,457.0,472.0,249.0,2994.0,351.0,532.0,25461.0,441.0,39.0,1252.0,1604.0,258.0,340.0,575.0,369.0,2459.0,8.0,0.446,1838.0,118.0,0.5236119061247854,3578.0,8587.0,2924.0,0.09528220328516734,1.7222986645082965,0.3009779594219822,0.13085680922493068,0.5506224957069261,0.2349026903262736,0.24899828277046365,0.1808457355466514,0.06986373560189718,0.005688322839152833,0.015061534058385803,0.04479107040641099,0.04221522610188895,0.045978689242446365,0.03458070890453254,0.01148397252432742,0.08926016027475672,0.0006022735827749755,1005.0,0.0,1.0,2.0,0.0
90037-2018-09,Los Angeles,CA,2394.0,61451.0,29.7,27129.0,2.0,838.0,45.0,2355.0,495.0,580.0,17240.0,12000.0,570.0,646.0,432.0,1084.0,1515.0,2449.0,1296.0,1397.0,6.0,0.4564,24624.0,530.0,0.5064197490683634,16310.0,8863.0,5404.0,0.11225367385857983,1.2083581378735564,0.09498785603886067,0.3143740340030912,0.5087956257831443,0.05500317325999577,0.016728775772566762,0.14487966021708354,0.06936288088642659,0.007501912092561553,0.1916160843598965,0.010349709524661924,0.7673919057460415,0.21059836608522853,0.025576786448790342,0.05405933182535679,0.016647410131649606,0.00038781163434903045,412.0,0.0,0.0,0.0,0.0
60623-2016-09,Chicago,IL,1291.0,87836.0,28.1,29075.0,23.0,555.0,48.0,24068.0,675.0,810.0,42429.0,29031.0,298.0,162.0,1368.0,745.0,1310.0,4670.0,1148.0,1708.0,0.0,0.44299999999999995,34346.0,1962.0,0.5054533448699849,23494.0,5645.0,23565.0,0.1778101307548621,1.0559572719802794,0.12273598977200086,0.3462603878116344,0.4784826267134205,0.051732774716517146,0.020242269684411857,0.15408260849765473,0.21738850840808974,0.0017532674529805547,0.32712099822396284,0.0018443462817068171,0.6462384443736053,0.2103132324738973,0.03018899022085485,0.09631586137802267,0.01302427250785555,0.002540111250442108,799.0,1.0,4.0,0.0,0.0
76549-2018-09,Killeen,TX,679.0,49175.0,26.7,52605.0,40.0,26.0,387.0,31.0,154.0,385.0,21330.0,18273.0,92.0,2040.0,2303.0,259.0,468.0,690.0,317.0,3313.0,3994.0,0.3629,4340.0,231.0,0.5047483477376716,18827.0,14137.0,3231.0,0.0945367444704923,1.9767159214482184,0.3005578462284744,0.10991996119330584,0.5066802236908998,0.15121504829689886,0.045063548551093034,0.12380274529740723,0.15965166908563136,0.0007727503812913067,0.3347839349262837,0.04087442806304016,0.2330045754956787,0.010186757215619695,0.03771277137906432,0.09167259786476868,0.15869852567361464,0.0172015266354889,245.0,2.0,0.0,2.0,0.0
32701-2016-09,Altamonte Springs,FL,995.0,21365.0,45.1,52159.0,0.0,558.0,14.0,91.0,255.0,412.0,16348.0,3679.0,10.0,521.0,626.0,592.0,357.0,366.0,221.0,1381.0,0.0,0.4433,2403.0,285.0,0.5510414228879008,2090.0,5575.0,2297.0,0.07127255076450126,1.5207971266365428,0.2498821310702499,0.12475247524752475,0.6067399953194477,0.2670723145331149,0.1418207348467119,0.19822139012403464,0.2768934316353888,0.006037912473671894,0.16920196583196814,0.020781652234963727,0.16175988766674468,0.0036775106082036772,0.05290834074913033,0.02213901240346361,0.12731102270067868,0.0,1009.0,1.0,1.0,1.0,0.0
2864-2015-09,Cumberland,RI,1215.0,33429.0,42.8,72416.0,38.0,805.0,28.0,2594.0,288.0,585.0,31300.0,414.0,39.0,800.0,1283.0,485.0,401.0,872.0,442.0,2532.0,13.0,0.4242,1807.0,193.0,0.5099165395315445,5052.0,9834.0,2476.0,0.06023966897737654,1.8050950570342208,0.2552796889021837,0.13963505833084056,0.549463041072123,0.23225343264829934,0.18409165694456908,0.17392084716862605,0.04147532618995554,0.004397379520775375,0.009692183433545724,0.023931317119865986,0.036614915193394965,0.018845348489380798,0.02090386372185501,0.0052050614735708505,0.05121301863651321,0.005612653983526496,729.0,0.0,0.0,0.0,0.0
90004-2015-09,Los Angeles,CA,1838.0,62760.0,35.8,37976.0,1287.0,3057.0,28.0,9225.0,470.0,696.0,21165.0,1972.0,388.0,15641.0,856.0,529.0,1750.0,2677.0,1092.0,1080.0,13.0,0.5628,15350.0,642.0,0.4917304015296367,12765.0,5026.0,6385.0,0.1434764108292112,1.2633743055859323,0.10708762020039002,0.2554972765785757,0.6062778840025494,0.21191841937539835,0.09576163161249204,0.11892925430210324,0.06284332212839222,0.01008604206500956,0.03006692160611855,0.2475462077756533,0.51421287444232,0.25250487526057425,0.05441199936173608,0.11389420012746973,0.04134799235181645,0.0062310404197753536,1075.0,0.0,1.0,2.0,0.0
60601-2015-09,Chicago,IL,2144.0,9732.0,36.6,95556.0,311.0,7861.0,128.0,336.0,337.0,228.0,6491.0,1070.0,13.0,1778.0,560.0,205.0,162.0,377.0,48.0,823.0,16.0,0.5414,1079.0,2834.0,0.5023633374434854,1074.0,148.0,54.0,0.034055265123226285,0.660175879396985,0.3144685039370079,0.1141732283464567,0.7224619810933004,0.3584052609946568,0.5106863953966296,0.04161528976572133,0.22877558435267045,0.0,0.10963830661734483,0.1826962597616112,0.0571311138512125,0.1778215223097113,0.05048543689320388,0.11498150431565968,0.21629675297986026,0.005934358725929514,2471.0,0.0,7.0,3.0,3.0
2908-2018-09,Providence,RI,1294.0,37234.0,29.6,42484.0,23.0,621.0,0.0,1342.0,207.0,449.0,21004.0,7083.0,637.0,1897.0,1318.0,123.0,365.0,637.0,595.0,1315.0,27.0,0.4593,8101.0,1331.0,0.5320943223935113,7201.0,4516.0,8910.0,0.08083816124316423,1.4729854634064363,0.305814696485623,0.15003194888178914,0.4771714024816029,0.12271042595477252,0.10603212117956706,0.15942418219906535,0.186923549907768,0.019014878874147285,0.15834989525702314,0.04939034216039104,0.3521781167749906,0.06568690095846645,0.040067139531106175,0.10656926465058818,0.07280979749691142,0.0008881601421056227,534.0,2.0,0.0,1.0,5.0
66061-2017-09,Olathe,KS,961.0,59091.0,34.7,70395.0,43.0,553.0,508.0,559.0,714.0,934.0,49889.0,3330.0,298.0,2089.0,2857.0,721.0,760.0,293.0,188.0,2767.0,15.0,0.4226,5284.0,300.0,0.4927315496437698,16948.0,17890.0,1622.0,0.05070327375468337,1.9908673592655233,0.29534672805915996,0.07496162969164225,0.5418930124722885,0.2223519656123606,0.15317053358379448,0.13873517117665973,0.052513506089185966,0.0038415325514883827,0.05567683742025012,0.03465840821783351,0.1407659372831734,0.003418445653690526,0.04815429027701002,0.06251374997884619,0.08689986630789799,0.0007783170039373684,1324.0,1.0,0.0,1.0,0.0
33312-2015-09,Fort Lauderdale,FL,1358.0,52915.0,38.4,47112.0,207.0,783.0,1990.0,513.0,521.0,1056.0,32506.0,17043.0,108.0,620.0,1823.0,600.0,1093.0,822.0,343.0,1966.0,24.0,0.4748,10565.0,419.0,0.4874610223944061,11521.0,12840.0,3547.0,0.13407134071340712,1.6755085435313264,0.21644894358802036,0.11358003948418532,0.5817821033733346,0.14939053198525934,0.10384579041859586,0.21485401114995747,0.11933311039984712,0.00442218652555986,0.3169422658981385,0.011490125673249552,0.2286119247850326,0.051413449825681516,0.030066967336340032,0.05283945951053577,0.1189265803647359,0.000859886303922037,1506.0,0.0,1.0,1.0,0.0
12182-2014-09,Troy,NY,948.0,14534.0,40.4,47775.0,73.0,202.0,225.0,3391.0,140.0,304.0,12333.0,1193.0,23.0,115.0,385.0,151.0,211.0,189.0,160.0,1442.0,31.0,0.4105,2424.0,250.0,0.4983486996009358,2164.0,3301.0,2651.0,0.12480640165203925,1.4375827814569535,0.2366283524904215,0.1100383141762452,0.5126599697261593,0.1537773496628595,0.0784367689555525,0.23118205586899684,0.09675489756243458,0.003990642631071969,0.07602862254025045,0.007912481078849594,0.049745424521810924,0.0389272030651341,0.015358802271553947,0.02855373606715288,0.04265859364249346,0.0,215.0,0.0,0.0,0.0,0.0
94501-2018-09,Alameda,CA,2565.0,63228.0,40.2,76787.0,960.0,2544.0,54.0,2284.0,750.0,907.0,31862.0,5533.0,238.0,17618.0,1834.0,1010.0,1725.0,3463.0,990.0,3992.0,788.0,0.46,6896.0,1155.0,0.5080185993547163,13398.0,12294.0,8019.0,0.07075052338753621,1.5572979966283764,0.19938894792773645,0.27045696068012753,0.6009204782691213,0.2785474789650155,0.2237932561523376,0.09916492693110647,0.05515631945473404,0.004428417789586892,0.08401341177959132,0.2760644018472829,0.12497627633327008,0.1946068012752391,0.06567438125555651,0.039523628772063016,0.09449927247422027,0.0005185953474588828,1461.0,3.0,0.0,1.0,0.0
78577-2016-09,Pharr,TX,754.0,73531.0,28.7,34619.0,28.0,241.0,3720.0,649.0,318.0,731.0,69220.0,76.0,198.0,395.0,2720.0,135.0,404.0,518.0,478.0,2192.0,18.0,0.4688,26040.0,298.0,0.5244046728590662,23236.0,14516.0,4067.0,0.10530254072990716,1.7154114713216957,0.33185233055981905,0.07238064464011633,0.4449143898491793,0.07285362636167059,0.030680937291754494,0.14890318369123226,0.1270463253221874,0.0015911656308223742,0.00024479471243421145,0.005072690429886714,0.9370605594919151,0.0010097746183051943,0.026903846807931703,0.03686880363384151,0.07398240198011723,0.029345175896900038,1101.0,0.0,0.0,2.0,0.0
